Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Avg Min Explanation Size,Avg Max Explanation Size,Avg Explanation Count,Task ID temp,Bin_Size of ontology ABox,Bin_Avg Min Explanation Size,strata,split
1hop-Thing_gwendoline_heath_1878-gwendoline-hasAncestor-MC,Thing_gwendoline_heath_1878,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <gwendoline_heath_1878> <hasAncestor> ?object },hasAncestor,gwendoline_heath_1878,1,3,10,1hop-Thing_gwendoline_heath_1878-gwendoline-hasAncestor,11.0,15.0,11.0_15.0,train
1hop-Thing_gwendoline_heath_1878-lemuel-isBloodrelationOf-MC,Thing_gwendoline_heath_1878,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <lemuel_frederick_heath_1871> <isBloodrelationOf> ?object },isBloodrelationOf,lemuel_frederick_heath_1871,2,5,10,1hop-Thing_gwendoline_heath_1878-lemuel-isBloodrelationOf,11.0,30.0,11.0_30.0,train
1hop-Thing_gwendoline_heath_1878-lemuel-hasSister-MC,Thing_gwendoline_heath_1878,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <lemuel_frederick_heath_1871> <hasSister> ?object },hasSister,lemuel_frederick_heath_1871,2,2,10,1hop-Thing_gwendoline_heath_1878-lemuel-hasSister,11.0,30.0,11.0_30.0,train
1hop-Thing_gwendoline_heath_1878-lemuel-isBloodrelationOf-MC,Thing_gwendoline_heath_1878,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <lemuel_frederick_heath_1871> <isBloodrelationOf> ?object },isBloodrelationOf,lemuel_frederick_heath_1871,1,3,10,1hop-Thing_gwendoline_heath_1878-lemuel-isBloodrelationOf,11.0,15.0,11.0_15.0,train
1hop-Thing_gwendoline_heath_1878-gwendoline-hasBrother-MC,Thing_gwendoline_heath_1878,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <gwendoline_heath_1878> <hasBrother> ?object },hasBrother,gwendoline_heath_1878,2,2,10,1hop-Thing_gwendoline_heath_1878-gwendoline-hasBrother,11.0,30.0,11.0_30.0,train
1hop-Thing_gwendoline_heath_1878-gwendoline-hasBrother-MC,Thing_gwendoline_heath_1878,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#gwendoline_heath_1878> <http://www.example.com/genealogy.owl#hasBrother> ?object },hasBrother,lemuel_frederick_heath_1871,2,2,10,1hop-Thing_gwendoline_heath_1878-gwendoline-hasBrother,11.0,30.0,11.0_30.0,train
1hop-Thing_gwendoline_heath_1878-gwendoline-hasAncestor-MC,Thing_gwendoline_heath_1878,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#gwendoline_heath_1878> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,"john_heath, sarah_jacobs_1834",0,0,0,1hop-Thing_gwendoline_heath_1878-gwendoline-hasAncestor,11.0,,11.0_nan,train
1hop-Thing_gwendoline_heath_1878-lemuel-hasSister-MC,Thing_gwendoline_heath_1878,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#lemuel_frederick_heath_1871> <http://www.example.com/genealogy.owl#hasSister> ?object },hasSister,gwendoline_heath_1878,2,2,10,1hop-Thing_gwendoline_heath_1878-lemuel-hasSister,11.0,30.0,11.0_30.0,train
1hop-Thing_gwendoline_heath_1878-lemuel-isBloodrelationOf-MC,Thing_gwendoline_heath_1878,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#lemuel_frederick_heath_1871> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },isBloodrelationOf,"ada_rachel_heath_1868, gwendoline_heath_1878",0,0,0,1hop-Thing_gwendoline_heath_1878-lemuel-isBloodrelationOf,11.0,,11.0_nan,train
1hop-Thing_hannah_green_1839-hannah-hasChild-BIN,Thing_hannah_green_1839,43,4,Property Assertion,Binary,SELECT ?object WHERE { <hannah_hutchinson_1804> <hasChild> ?object },hasChild,true,1,3,10,1hop-Thing_hannah_green_1839-hannah-hasChild,6.0,15.0,6.0_15.0,train
1hop-Thing_hannah_green_1839-hannah-hasChild-MC,Thing_hannah_green_1839,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <hannah_hutchinson_1804> <hasChild> ?object },hasChild,"hannah_hutchinson_1804, william_green_1813",0,0,0,1hop-Thing_hannah_green_1839-hannah-hasChild,6.0,,6.0_nan,train
1hop-Thing_hannah_green_1839-hannah-hasChild-MC,Thing_hannah_green_1839,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> <http://www.example.com/genealogy.owl#hasChild> ?object },hasChild,hannah_green_1839,1,3,10,1hop-Thing_hannah_green_1839-hannah-hasChild,6.0,15.0,6.0_15.0,train
1hop-Thing_hannah_hutchinson_1804-hannah-isPartnerIn-BIN,Thing_hannah_hutchinson_1804,43,9,Property Assertion,Binary,SELECT ?object WHERE { <hannah_hutchinson_1804> <isPartnerIn> ?object },isPartnerIn,true,1,2,5,1hop-Thing_hannah_hutchinson_1804-hannah-isPartnerIn,17.0,15.0,17.0_15.0,train
1hop-Thing_hannah_hutchinson_1804-hannah-isPartnerIn-MC,Thing_hannah_hutchinson_1804,43,9,Property Assertion,Multi Choice,SELECT ?object WHERE { <hannah_hutchinson_1804> <isPartnerIn> ?object },isPartnerIn,hannah_hutchinson_1804,1,2,5,1hop-Thing_hannah_hutchinson_1804-hannah-isPartnerIn,17.0,15.0,17.0_15.0,train
1hop-Thing_hannah_hutchinson_1804-hannah-isPartnerIn-MC,Thing_hannah_hutchinson_1804,43,9,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> <http://www.example.com/genealogy.owl#isPartnerIn> ?object },isPartnerIn,m177,1,2,5,1hop-Thing_hannah_hutchinson_1804-hannah-isPartnerIn,17.0,15.0,17.0_15.0,train
1hop-Thing_harriet_ann_young_1825-harriet-hasChild-BIN,Thing_harriet_ann_young_1825,43,21,Property Assertion,Binary,SELECT ?object WHERE { <harriet_ann_young_1825> <hasChild> ?object },hasChild,true,2,2,10,1hop-Thing_harriet_ann_young_1825-harriet-hasChild,44.0,30.0,44.0_30.0,train
1hop-Thing_harriet_ann_young_1825-edward-isUncleOf-BIN,Thing_harriet_ann_young_1825,43,21,Property Assertion,Binary,SELECT ?object WHERE { <edward_young_1821> <isUncleOf> ?object },isUncleOf,true,2,2,10,1hop-Thing_harriet_ann_young_1825-edward-isUncleOf,44.0,30.0,44.0_30.0,train
1hop-Thing_harriet_ann_young_1825-harriet-isChildOf-BIN,Thing_harriet_ann_young_1825,43,21,Property Assertion,Binary,SELECT ?object WHERE { <harriet_whitefield_1861> <isChildOf> ?object },isChildOf,true,2,2,10,1hop-Thing_harriet_ann_young_1825-harriet-isChildOf,44.0,30.0,44.0_30.0,train
1hop-Thing_harriet_ann_young_1825-harriet-hasChild-MC,Thing_harriet_ann_young_1825,43,21,Property Assertion,Multi Choice,SELECT ?object WHERE { <harriet_ann_young_1825> <hasChild> ?object },hasChild,harriet_ann_young_1825,2,2,10,1hop-Thing_harriet_ann_young_1825-harriet-hasChild,44.0,30.0,44.0_30.0,train
1hop-Thing_harriet_ann_young_1825-harriet-isChildOf-MC,Thing_harriet_ann_young_1825,43,21,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#harriet_whitefield_1861> <http://www.example.com/genealogy.owl#isChildOf> ?object },isChildOf,harriet_ann_young_1825,2,2,10,1hop-Thing_harriet_ann_young_1825-harriet-isChildOf,44.0,30.0,44.0_30.0,train
1hop-Thing_harriet_ann_young_1825-harriet-hasChild-MC,Thing_harriet_ann_young_1825,43,21,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.example.com/genealogy.owl#hasChild> ?object },hasChild,"walter_whitfield_1863, william_whitfield_1852, harry_whitfield_1854, harriet_whitefield_1861, louisa_whitfield_1857, james_whitfield_1848",1,2,10,1hop-Thing_harriet_ann_young_1825-harriet-hasChild,44.0,15.0,44.0_15.0,train
1hop-Thing_harriet_ann_young_1825-edward-isUncleOf-MC,Thing_harriet_ann_young_1825,43,21,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#edward_young_1821> <http://www.example.com/genealogy.owl#isUncleOf> ?object },isUncleOf,"alice_whitfield_1859, walter_whitfield_1863, william_whitfield_1852, harry_whitfield_1854, harriet_whitefield_1861, harriet_ann_whitfield_1850, louisa_whitfield_1857, george_whitfield_1865, james_whitfield_1848, annie_whitfield",0,0,0,1hop-Thing_harriet_ann_young_1825-edward-isUncleOf,44.0,,44.0_nan,train
1hop-Thing_harriet_bright_1811-mary-isSisterOf-BIN,Thing_harriet_bright_1811,43,12,Property Assertion,Binary,SELECT ?object WHERE { <mary_ann_bright_1815> <isSisterOf> ?object },isSisterOf,true,2,2,10,1hop-Thing_harriet_bright_1811-mary-isSisterOf,24.0,30.0,24.0_30.0,train
1hop-Thing_harriet_bright_1811-william-isBrotherOf-BIN,Thing_harriet_bright_1811,43,12,Property Assertion,Binary,SELECT ?object WHERE { <william_bright_1827> <isBrotherOf> ?object },isBrotherOf,true,2,2,10,1hop-Thing_harriet_bright_1811-william-isBrotherOf,24.0,30.0,24.0_30.0,train
1hop-Thing_harriet_bright_1811-william-isBrotherOf-MC,Thing_harriet_bright_1811,43,12,Property Assertion,Multi Choice,SELECT ?object WHERE { <william_bright_1827> <isBrotherOf> ?object },isBrotherOf,"william_bright_1827, james_bright_1809",0,0,0,1hop-Thing_harriet_bright_1811-william-isBrotherOf,24.0,,24.0_nan,train
1hop-Thing_harriet_bright_1811-mary-isSisterOf-MC,Thing_harriet_bright_1811,43,12,Property Assertion,Multi Choice,SELECT ?object WHERE { <mary_ann_bright_1815> <isSisterOf> ?object },isSisterOf,"mary_ann_bright_1815, sarah_bright_1817, jane_bright_1820",0,0,0,1hop-Thing_harriet_bright_1811-mary-isSisterOf,24.0,,24.0_nan,train
1hop-Thing_harriet_bright_1811-mary-isSisterOf-MC,Thing_harriet_bright_1811,43,12,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_ann_bright_1815> <http://www.example.com/genealogy.owl#isSisterOf> ?object },isSisterOf,harriet_bright_1811,2,2,10,1hop-Thing_harriet_bright_1811-mary-isSisterOf,24.0,30.0,24.0_30.0,train
1hop-Thing_harriet_bright_1811-william-isBrotherOf-MC,Thing_harriet_bright_1811,43,12,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_bright_1827> <http://www.example.com/genealogy.owl#isBrotherOf> ?object },isBrotherOf,harriet_bright_1811,2,2,10,1hop-Thing_harriet_bright_1811-william-isBrotherOf,24.0,30.0,24.0_30.0,train
1hop-Thing_harriet_whitefield_1861-iris-hasAncestor-BIN,Thing_harriet_whitefield_1861,43,22,Property Assertion,Binary,SELECT ?object WHERE { <iris_maud_gertrude_heath_1901> <hasAncestor> ?object },hasAncestor,true,2,2,10,1hop-Thing_harriet_whitefield_1861-iris-hasAncestor,46.0,30.0,46.0_30.0,train
1hop-Thing_harriet_whitefield_1861-iris-hasAncestor-BIN,Thing_harriet_whitefield_1861,43,22,Property Assertion,Binary,SELECT ?object WHERE { <iris_maud_gertrude_heath_1901> <hasAncestor> ?object },hasAncestor,true,2,3,10,1hop-Thing_harriet_whitefield_1861-iris-hasAncestor,46.0,30.0,46.0_30.0,train
1hop-Thing_harriet_whitefield_1861-ivy-hasRelation-BIN,Thing_harriet_whitefield_1861,43,22,Property Assertion,Binary,SELECT ?object WHERE { <ivy_grace_heath_1894> <hasRelation> ?object },hasRelation,true,20,20,1,1hop-Thing_harriet_whitefield_1861-ivy-hasRelation,46.0,307.0,46.0_307.0,train
1hop-Thing_harriet_whitefield_1861-ivy-hasRelation-BIN,Thing_harriet_whitefield_1861,43,22,Property Assertion,Binary,SELECT ?object WHERE { <ivy_grace_heath_1894> <hasRelation> ?object },hasRelation,true,2,4,10,1hop-Thing_harriet_whitefield_1861-ivy-hasRelation,46.0,30.0,46.0_30.0,train
1hop-Thing_harriet_whitefield_1861-sydney-isChildOf-BIN,Thing_harriet_whitefield_1861,43,22,Property Assertion,Binary,SELECT ?object WHERE { <sydney_victor_heath_1899> <isChildOf> ?object },isChildOf,true,2,2,10,1hop-Thing_harriet_whitefield_1861-sydney-isChildOf,46.0,30.0,46.0_30.0,train
1hop-Thing_harriet_whitefield_1861-violet-hasParent-BIN,Thing_harriet_whitefield_1861,43,22,Property Assertion,Binary,SELECT ?object WHERE { <violet_heath_1887> <hasParent> ?object },hasParent,true,2,2,10,1hop-Thing_harriet_whitefield_1861-violet-hasParent,46.0,30.0,46.0_30.0,train
1hop-Thing_harriet_whitefield_1861-violet-hasParent-MC,Thing_harriet_whitefield_1861,43,22,Property Assertion,Multi Choice,SELECT ?object WHERE { <violet_heath_1887> <hasParent> ?object },hasParent,"violet_heath_1887, iris_maud_gertrude_heath_1901, sydney_victor_heath_1899, ivy_grace_heath_1894, william_alfred_heath_1885, lemuel_frederic_heath_1891",0,0,0,1hop-Thing_harriet_whitefield_1861-violet-hasParent,46.0,,46.0_nan,train
1hop-Thing_harriet_whitefield_1861-iris-hasAncestor-MC,Thing_harriet_whitefield_1861,43,22,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#iris_maud_gertrude_heath_1901> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,"harriet_ann_young_1825, harriet_whitefield_1861, james_whitfield_1821",0,0,0,1hop-Thing_harriet_whitefield_1861-iris-hasAncestor,46.0,,46.0_nan,train
1hop-Thing_harriet_whitefield_1861-violet-hasParent-MC,Thing_harriet_whitefield_1861,43,22,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#violet_heath_1887> <http://www.example.com/genealogy.owl#hasParent> ?object },hasParent,harriet_whitefield_1861,2,2,10,1hop-Thing_harriet_whitefield_1861-violet-hasParent,46.0,30.0,46.0_30.0,train
1hop-Thing_harriet_whitefield_1861-sydney-isChildOf-MC,Thing_harriet_whitefield_1861,43,22,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#sydney_victor_heath_1899> <http://www.example.com/genealogy.owl#isChildOf> ?object },isChildOf,harriet_whitefield_1861,2,2,10,1hop-Thing_harriet_whitefield_1861-sydney-isChildOf,46.0,30.0,46.0_30.0,train
1hop-Thing_harriet_whitefield_1861-ivy-hasRelation-MC,Thing_harriet_whitefield_1861,43,22,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#ivy_grace_heath_1894> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"alice_whitfield_1859, walter_whitfield_1863, harriet_ann_young_1825, william_whitfield_1852, harry_whitfield_1854, james_whitfield_1821, harriet_ann_whitfield_1850, louisa_whitfield_1857, george_whitfield_1865, james_whitfield_1848, annie_whitfield",0,0,0,1hop-Thing_harriet_whitefield_1861-ivy-hasRelation,46.0,,46.0_nan,train
1hop-Thing_harry_james_nelson_2001-julie-isAncestorOf-BIN,Thing_harry_james_nelson_2001,43,1,Property Assertion,Binary,SELECT ?object WHERE { <julie_bright_1966> <isAncestorOf> ?object },isAncestorOf,true,1,2,8,1hop-Thing_harry_james_nelson_2001-julie-isAncestorOf,,15.0,nan_15.0,train
1hop-Thing_harry_james_nelson_2001-julie-isAncestorOf-MC,Thing_harry_james_nelson_2001,43,1,Property Assertion,Multi Choice,SELECT ?object WHERE { <julie_bright_1966> <isAncestorOf> ?object },isAncestorOf,julie_bright_1966,1,2,8,1hop-Thing_harry_james_nelson_2001-julie-isAncestorOf,,15.0,nan_15.0,train
1hop-Thing_harry_james_nelson_2001-julie-isAncestorOf-MC,Thing_harry_james_nelson_2001,43,1,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#julie_bright_1966> <http://www.example.com/genealogy.owl#isAncestorOf> ?object },isAncestorOf,harry_james_nelson_2001,1,2,8,1hop-Thing_harry_james_nelson_2001-julie-isAncestorOf,,15.0,nan_15.0,train
1hop-Thing_harsley_steward_1839-harsley-type-BIN,Thing_harsley_steward_1839,43,14,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> rdf:type <http://www.example.com/genealogy.owl#Man> },type,true,2,2,2,1hop-Thing_harsley_steward_1839-harsley-type,28.0,30.0,28.0_30.0,train
1hop-Thing_henrietta_sarah_green_1873-henrietta-hasSister-BIN,Thing_henrietta_sarah_green_1873,43,11,Property Assertion,Binary,SELECT ?object WHERE { <henrietta_sarah_green_1873> <hasSister> ?object },hasSister,true,1,1,1,1hop-Thing_henrietta_sarah_green_1873-henrietta-hasSister,22.0,15.0,22.0_15.0,train
1hop-Thing_henrietta_sarah_green_1873-henrietta-hasSister-MC,Thing_henrietta_sarah_green_1873,43,11,Property Assertion,Multi Choice,SELECT ?object WHERE { <henrietta_sarah_green_1873> <hasSister> ?object },hasSister,henrietta_sarah_green_1873,1,1,1,1hop-Thing_henrietta_sarah_green_1873-henrietta-hasSister,22.0,15.0,22.0_15.0,train
1hop-Thing_henrietta_sarah_green_1873-henrietta-hasSister-MC,Thing_henrietta_sarah_green_1873,43,11,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#henrietta_sarah_green_1873> <http://www.example.com/genealogy.owl#hasSister> ?object },hasSister,"mary_kate_green_1865, lois_green_1871, minnie_green_1871",1,1,1,1hop-Thing_henrietta_sarah_green_1873-henrietta-hasSister,22.0,15.0,22.0_15.0,train
1hop-Thing_henry_edmund_bright_1862-james-isFatherOf-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,SELECT ?object WHERE { <james_bright_1839> <isFatherOf> ?object },isFatherOf,true,1,1,1,1hop-Thing_henry_edmund_bright_1862-james-isFatherOf,28.0,15.0,28.0_15.0,train
1hop-Thing_henry_edmund_bright_1862-james-isFatherOf-MC,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Multi Choice,SELECT ?object WHERE { <james_bright_1839> <isFatherOf> ?object },isFatherOf,james_bright_1839,1,1,1,1hop-Thing_henry_edmund_bright_1862-james-isFatherOf,28.0,15.0,28.0_15.0,train
1hop-Thing_henry_edmund_bright_1862-james-isFatherOf-MC,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#james_bright_1839> <http://www.example.com/genealogy.owl#isFatherOf> ?object },isFatherOf,henry_edmund_bright_1862,1,1,1,1hop-Thing_henry_edmund_bright_1862-james-isFatherOf,28.0,15.0,28.0_15.0,train
1hop-Thing_henry_green_1836-william-hasChild-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,SELECT ?object WHERE { <william_green_1813> <hasChild> ?object },hasChild,true,2,2,10,1hop-Thing_henry_green_1836-william-hasChild,52.0,30.0,52.0_30.0,train
1hop-Thing_henry_green_1836-george-isBloodrelationOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,SELECT ?object WHERE { <george_green_1834> <isBloodrelationOf> ?object },isBloodrelationOf,true,2,3,10,1hop-Thing_henry_green_1836-george-isBloodrelationOf,52.0,30.0,52.0_30.0,train
1hop-Thing_henry_green_1836-frank-isSiblingOf-BIN,Thing_henry_green_1836,43,25,Property Assertion,Binary,SELECT ?object WHERE { <frank_reginald_green_1883> <isSiblingOf> ?object },isSiblingOf,true,2,2,10,1hop-Thing_henry_green_1836-frank-isSiblingOf,52.0,30.0,52.0_30.0,train
1hop-Thing_henry_green_1836-george-isBloodrelationOf-MC,Thing_henry_green_1836,43,25,Property Assertion,Multi Choice,SELECT ?object WHERE { <george_green_1834> <isBloodrelationOf> ?object },isBloodrelationOf,"george_green_1834, hannah_green_1839, mary_ann_green_1846, john_green_1843, mary_ann_green_1841",0,0,0,1hop-Thing_henry_green_1836-george-isBloodrelationOf,52.0,,52.0_nan,train
1hop-Thing_henry_green_1836-william-hasChild-MC,Thing_henry_green_1836,43,25,Property Assertion,Multi Choice,SELECT ?object WHERE { <william_green_1813> <hasChild> ?object },hasChild,william_green_1813,2,2,10,1hop-Thing_henry_green_1836-william-hasChild,52.0,30.0,52.0_30.0,train
1hop-Thing_henry_green_1836-george-isBloodrelationOf-MC,Thing_henry_green_1836,43,25,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#george_green_1834> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },isBloodrelationOf,"mary_kate_green_1865, william_henry_hutchinson_green_1875, lois_green_1871, frank_reginald_green_1883, eleanor_frances_green_1863, minnie_green_1871, henrietta_sarah_green_1873, elizabeth_quincey_green_1886",0,0,0,1hop-Thing_henry_green_1836-george-isBloodrelationOf,52.0,,52.0_nan,train
1hop-Thing_henry_green_1836-frank-isSiblingOf-MC,Thing_henry_green_1836,43,25,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#frank_reginald_green_1883> <http://www.example.com/genealogy.owl#isSiblingOf> ?object },isSiblingOf,"george_green_1834, hannah_green_1839, mary_ann_green_1846, john_green_1843, mary_ann_green_1841",0,0,0,1hop-Thing_henry_green_1836-frank-isSiblingOf,52.0,,52.0_nan,train
1hop-Thing_henry_green_1836-william-hasChild-MC,Thing_henry_green_1836,43,25,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_green_1813> <http://www.example.com/genealogy.owl#hasChild> ?object },hasChild,henry_green_1836,2,2,10,1hop-Thing_henry_green_1836-william-hasChild,52.0,30.0,52.0_30.0,train
1hop-Thing_henry_tubb_1825-william-isBloodrelationOf-BIN,Thing_henry_tubb_1825,43,5,Property Assertion,Binary,SELECT ?object WHERE { <william_tubb_1808> <isBloodrelationOf> ?object },isBloodrelationOf,true,2,4,10,1hop-Thing_henry_tubb_1825-william-isBloodrelationOf,8.0,30.0,8.0_30.0,train
1hop-Thing_henry_tubb_1825-william-isBloodrelationOf-MC,Thing_henry_tubb_1825,43,5,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_tubb_1808> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },isBloodrelationOf,henry_tubb_1825,2,4,10,1hop-Thing_henry_tubb_1825-william-isBloodrelationOf,8.0,30.0,8.0_30.0,train
1hop-Thing_henry_waterloo_lockey_1820-john-hasChild-BIN,Thing_henry_waterloo_lockey_1820,43,4,Property Assertion,Binary,SELECT ?object WHERE { <john_lockey_1789> <hasChild> ?object },hasChild,true,2,3,10,1hop-Thing_henry_waterloo_lockey_1820-john-hasChild,6.0,30.0,6.0_30.0,train
1hop-Thing_henry_waterloo_lockey_1820-john-isParentOf-BIN,Thing_henry_waterloo_lockey_1820,43,4,Property Assertion,Binary,SELECT ?object WHERE { <john_lockey_1789> <isParentOf> ?object },isParentOf,true,1,3,10,1hop-Thing_henry_waterloo_lockey_1820-john-isParentOf,6.0,15.0,6.0_15.0,train
1hop-Thing_henry_waterloo_lockey_1820-john-hasChild-MC,Thing_henry_waterloo_lockey_1820,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <john_lockey_1789> <hasChild> ?object },hasChild,john_lockey_1789,2,3,10,1hop-Thing_henry_waterloo_lockey_1820-john-hasChild,6.0,30.0,6.0_30.0,train
1hop-Thing_henry_waterloo_lockey_1820-john-isParentOf-MC,Thing_henry_waterloo_lockey_1820,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <john_lockey_1789> <isParentOf> ?object },isParentOf,john_lockey_1789,1,3,10,1hop-Thing_henry_waterloo_lockey_1820-john-isParentOf,6.0,15.0,6.0_15.0,train
1hop-Thing_henry_waterloo_lockey_1820-john-hasChild-MC,Thing_henry_waterloo_lockey_1820,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_lockey_1789> <http://www.example.com/genealogy.owl#hasChild> ?object },hasChild,henry_waterloo_lockey_1820,2,3,10,1hop-Thing_henry_waterloo_lockey_1820-john-hasChild,6.0,30.0,6.0_30.0,train
1hop-Thing_henry_waterloo_lockey_1820-john-isParentOf-MC,Thing_henry_waterloo_lockey_1820,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_lockey_1789> <http://www.example.com/genealogy.owl#isParentOf> ?object },isParentOf,henry_waterloo_lockey_1820,1,3,10,1hop-Thing_henry_waterloo_lockey_1820-john-isParentOf,6.0,15.0,6.0_15.0,train
1hop-Thing_herbert_vincent_jessop_1871-martha-hasChild-BIN,Thing_herbert_vincent_jessop_1871,43,4,Property Assertion,Binary,SELECT ?object WHERE { <martha_cotton_1832> <hasChild> ?object },hasChild,true,2,3,10,1hop-Thing_herbert_vincent_jessop_1871-martha-hasChild,6.0,30.0,6.0_30.0,train
1hop-Thing_herbert_vincent_jessop_1871-martha-hasChild-MC,Thing_herbert_vincent_jessop_1871,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#martha_cotton_1832> <http://www.example.com/genealogy.owl#hasChild> ?object },hasChild,herbert_vincent_jessop_1871,2,3,10,1hop-Thing_herbert_vincent_jessop_1871-martha-hasChild,6.0,30.0,6.0_30.0,train
1hop-Thing_hilda_harvey_1890-ethel-isSiblingOf-BIN,Thing_hilda_harvey_1890,43,4,Property Assertion,Binary,SELECT ?object WHERE { <ethel_harvey_1888> <isSiblingOf> ?object },isSiblingOf,true,2,4,10,1hop-Thing_hilda_harvey_1890-ethel-isSiblingOf,6.0,30.0,6.0_30.0,train
1hop-Thing_hilda_harvey_1890-ethel-isSiblingOf-MC,Thing_hilda_harvey_1890,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#ethel_harvey_1888> <http://www.example.com/genealogy.owl#isSiblingOf> ?object },isSiblingOf,john_jessop_harvey_1892,2,4,10,1hop-Thing_hilda_harvey_1890-ethel-isSiblingOf,6.0,30.0,6.0_30.0,train
1hop-Thing_houghton_steward_1841-houghton-hasParent-BIN,Thing_houghton_steward_1841,43,14,Property Assertion,Binary,SELECT ?object WHERE { <houghton_steward_1841> <hasParent> ?object },hasParent,true,2,2,10,1hop-Thing_houghton_steward_1841-houghton-hasParent,28.0,30.0,28.0_30.0,train
1hop-Thing_houghton_steward_1841-houghton-hasParent-MC,Thing_houghton_steward_1841,43,14,Property Assertion,Multi Choice,SELECT ?object WHERE { <houghton_steward_1841> <hasParent> ?object },hasParent,houghton_steward_1841,2,2,10,1hop-Thing_houghton_steward_1841-houghton-hasParent,28.0,30.0,28.0_30.0,train
1hop-Thing_houghton_steward_1841-houghton-hasParent-MC,Thing_houghton_steward_1841,43,14,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#houghton_steward_1841> <http://www.example.com/genealogy.owl#hasParent> ?object },hasParent,john_steward_1802,2,2,10,1hop-Thing_houghton_steward_1841-houghton-hasParent,28.0,30.0,28.0_30.0,train
1hop-Thing_ian_alexander_archer_1944-ian-type-BIN,Thing_ian_alexander_archer_1944,43,3,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ian_alexander_archer_1944> rdf:type <http://www.example.com/genealogy.owl#Person> },type,true,2,2,10,1hop-Thing_ian_alexander_archer_1944-ian-type,4.0,30.0,4.0_30.0,train
