query_index,sparql_query,generated_question,explanation_nl,explanation_found,explanation_tag_length,explanation_count,explanation_steps_count,triple_keys,answer_count,language,answer_type,task_type,model,model_version_sparql,python_version,timestamp_request,response_time_sec,success,temperature,max_tokens,top_p,presence_penalty,frequency_penalty
88,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#hasRelation> ?x },Who are the relatives of Amelia Jessop?,"Amelia Jessop, born in 1837, is a blood relation of Amelia Jessop, born in 1837. The property ""isBloodrelationOf"" is a subproperty of the property ""hasRelation. Amelia Jessop, born in 1837, is a blood relative of Ann Jessop, born in 1833. The property ""isBloodrelationOf"" is a subproperty of the property ""hasRelation. Charles Jessop, born in 1831, has a relationship with Amelia Jessop, born in 1837. The property ""hasRelation"" is symmetric. Edward Jessop, born in 1802, has a relationship with Amelia Jessop, born in 1837. The property ""hasRelation"" is symmetric. Amelia Jessop, born in 1837, is a blood relative of James Jessop, born in 1836. The property ""isBloodrelationOf"" is a subproperty of the property ""hasRelation. John Jessop has a relationship with Amelia Jessop. The property ""hasRelation"" is symmetric. Sarah Dickens, born in 1801, has a relationship with Amelia Jessop, born in 1837. The property ""hasRelation"" is symmetric.",True,21,14,14,amelia_jessop_1837(3); ann_jessop_1833(3); charles_jessop_1831(3); edward_jessop_1802(3); james_jessop_1836(3); john_jessop_1834(3); sarah_dickens_1801(3),7,English,MC,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:48:00.273462,0.613,True,0.0,4096,1.0,0.0,0.0
89,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#edward_jessop_1802> },Is there a relationship between Amelia Jessop and Edward Jessop?,"Edward Jessop, born in 1802, has a relationship with Amelia Jessop, born in 1837. The property ""hasRelation"" is symmetric.",True,3,2,2,edward_jessop_1802(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_62a23a81ef),3.11.9,2025-08-14T16:48:05.700884,2.048,True,0.0,4096,1.0,0.0,0.0
90,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_dickens_1801> },Is there a relationship between Amelia Jessop and Sarah Dickens?,"Sarah Dickens has a relationship with Amelia Jessop. The property ""hasRelation"" is symmetric.",True,3,2,2,sarah_dickens_1801(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:48:08.876981,0.864,True,0.0,4096,1.0,0.0,0.0
91,ASK WHERE { <http://www.example.com/genealogy.owl#james_jessop_1836> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#john_jessop_1834> },Is James Jessop related to John Jessop?,"James Jessop, born in 1836, is the sibling of John Jessop, born in 1834. The relationship ""isSiblingOf"" is a subproperty of the relationship ""isBloodrelationOf.",True,3,1,2,john_jessop_1834(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:48:12.461516,0.924,True,0.0,4096,1.0,0.0,0.0
92,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#james_jessop_1836> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?x },Who is a blood relative of James Jessop?,"James Jessop, born in 1836, is a sibling of Amelia Jessop, born in 1837. The relationship of being a sibling is a sub-property of the relationship of being a blood relation. James Jessop, born in 1836, is a sibling of Ann Jessop, born in 1833. The property ""isSiblingOf"" is a subproperty of the property ""isBloodrelationOf. James Jessop, born in 1836, is a sibling of Charles Jessop, born in 1831. The relationship ""isSiblingOf"" is a sub-property of the relationship ""isBloodrelationOf. James Jessop is a sibling of James Jessop. The property ""isSiblingOf"" is a subproperty of the property ""isBloodrelationOf. James Jessop, born in 1836, is a sibling of John Jessop, born in 1834. The property ""isSiblingOf"" is a subproperty of the property ""isBloodrelationOf.",True,15,5,10,amelia_jessop_1837(3); ann_jessop_1833(3); charles_jessop_1831(3); james_jessop_1836(3); john_jessop_1834(3),5,English,MC,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_62a23a81ef),3.11.9,2025-08-14T16:48:24.143180,1.277,True,0.0,4096,1.0,0.0,0.0
93,ASK WHERE { <http://www.example.com/genealogy.owl#james_jessop_1836> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#james_jessop_1836> },Is James Jessop related to himself?,"James Jessop is a sibling of James Jessop. The property ""isSiblingOf"" is a sub-property of the property ""isBloodrelationOf.",True,3,1,2,james_jessop_1836(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_62a23a81ef),3.11.9,2025-08-14T16:48:28.251908,1.659,True,0.0,4096,1.0,0.0,0.0
94,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_jessop_1834> },Is there a relationship between Amelia Jessop and John Jessop?,"John Jessop has a relationship with Amelia Jessop. The property ""hasRelation"" is symmetric.",True,3,2,2,john_jessop_1834(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:48:30.877821,0.805,True,0.0,4096,1.0,0.0,0.0
95,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_jessop_1836> },Is there a relationship between Amelia Jessop and James Jessop?,"Amelia Jessop, born in 1837, is a blood relative of James Jessop, born in 1836. The property ""isBloodrelationOf"" is a subproperty of the property ""hasRelation.",True,3,2,2,james_jessop_1836(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:48:33.964234,0.799,True,0.0,4096,1.0,0.0,0.0
96,ASK WHERE { <http://www.example.com/genealogy.owl#ann_jessop_1833> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_dickens_1801> },Is there a relationship between Ann Jessop and Sarah Dickens?,"Sarah Dickens has a relationship with Ann Jessop. The property ""hasRelation"" is symmetric.",True,3,1,2,sarah_dickens_1801(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:48:36.745361,1.042,True,0.0,4096,1.0,0.0,0.0
97,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#ann_jessop_1833> <http://www.example.com/genealogy.owl#hasRelation> ?x },Which individuals are related to Ann Jessop?,"Ann Jessop, born in 1833, is a blood relative of Amelia Jessop, born in 1837. The property ""isBloodrelationOf"" is a subproperty of the property ""hasRelation. Ann Jessop is a blood relation of Ann Jessop. The property ""isBloodrelationOf"" is a subproperty of the property ""hasRelation. Charles Jessop, born in 1831, has a relationship with Ann Jessop, born in 1833. The property ""hasRelation"" is symmetric. Edward Jessop, born in 1802, has a relationship with Ann Jessop, born in 1833. The property ""hasRelation"" is symmetric. James Jessop, born in 1836, has a relationship with Ann Jessop, born in 1833. The relationship defined by the property ""hasRelation"" is symmetric. John Jessop, born in 1834, has a relationship with Ann Jessop, born in 1833. The property ""hasRelation"" is symmetric. Sarah Dickens has a relationship with Ann Jessop. The property ""hasRelation"" is symmetric.",True,21,12,14,amelia_jessop_1837(3); ann_jessop_1833(3); charles_jessop_1831(3); edward_jessop_1802(3); james_jessop_1836(3); john_jessop_1834(3); sarah_dickens_1801(3),7,English,MC,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:48:53.419161,0.719,True,0.0,4096,1.0,0.0,0.0
98,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#amelia_jessop_1837> },Does Amelia Jessop have a relationship with herself?,"Amelia Jessop, born in 1837, is a blood relation of Amelia Jessop, born in 1837. The property ""isBloodrelationOf"" is a subproperty of the property ""hasRelation.",True,3,2,2,amelia_jessop_1837(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_62a23a81ef),3.11.9,2025-08-14T16:48:56.798969,0.735,True,0.0,4096,1.0,0.0,0.0
99,ASK WHERE { <http://www.example.com/genealogy.owl#edward_jessop_1802> <http://www.example.com/genealogy.owl#isFatherOf> <http://www.example.com/genealogy.owl#amelia_jessop_1837> },Is Edward Jessop the father of Amelia Jessop?,"Amelia Jessop, born in 1837, has a father named Edward Jessop, who was born in 1802. The relationship ""isFatherOf"" is the opposite of the relationship ""hasFather.",True,3,2,2,amelia_jessop_1837(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:49:00.280987,0.92,True,0.0,4096,1.0,0.0,0.0
