Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Min Tag Length,Max Tag Length,Task ID temp,Bin_Size of ontology ABox,Bin_Min Tag Length,strata,split
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-MC,family-tree,173,36,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,amelia_jessop_1837; ann_jessop_1833; beatrice_rever_1901; charles_herbert_rever_1895; charles_jessop_1831; charlotte_ann_jessop_1865; edward_cotton_1850; edward_jessop_1802; edward_jessop_1867; eileen_mary_rever_1929; elizabeth_blanchard_1807; elizabeth_frances_jessop_1869; ellen_jessop_1844; emma_jessop_1839; herbert_vincent_jessop_1871; james_jessop_1836; john_jessop_1834; mabel_rever_1897; margaret_grace_rever_1934; martha_cotton_1832; mary_ann_cotton_1847; mary_eliza_jessop_1863; mary_jessop_1840; patricia_ann_kingswood_1944; rebecca_cotton_1845; rose_evlyn_rever_1906; sarah_dickens_1801; vera_elm_1931; vera_gertrude_rever_1904; vincent_cotton_1808; william_rever_1870; william_stanley_rever_1899,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#edward_cotton_1850> },hasRelation,TRUE,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_dickens_1801> },hasRelation,TRUE,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#herbert_vincent_jessop_1871> },hasRelation,TRUE,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_margaret_grace_rever_1934-margaret_grace_rever_1934-hasAncestor-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#margaret_grace_rever_1934> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#elizabeth_blanchard_1807> },hasAncestor,TRUE,3,4,1hop-family-tree_margaret_grace_rever_1934-margaret_grace_rever_1934-hasAncestor,32.0,1.0,32.0_1.0,train
1hop-family-tree_margaret_grace_rever_1934-margaret_grace_rever_1934-hasAncestor-MC,family-tree,173,36,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#margaret_grace_rever_1934> <http://www.example.com/genealogy.owl#hasAncestor> ?x },hasAncestor,charles_herbert_rever_1895; edward_jessop_1802; elizabeth_blanchard_1807; elizabeth_frances_jessop_1869; james_jessop_1836; martha_cotton_1832; sarah_dickens_1801; vincent_cotton_1808; william_rever_1870,3,4,1hop-family-tree_margaret_grace_rever_1934-margaret_grace_rever_1934-hasAncestor,32.0,1.0,32.0_1.0,train
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ellen_jessop_1844> },hasRelation,TRUE,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#edward_jessop_1802> },hasRelation,TRUE,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_margaret_grace_rever_1934-margaret_grace_rever_1934-hasAncestor-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#margaret_grace_rever_1934> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#sarah_dickens_1801> },hasAncestor,TRUE,3,4,1hop-family-tree_margaret_grace_rever_1934-margaret_grace_rever_1934-hasAncestor,32.0,1.0,32.0_1.0,train
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#amelia_jessop_1837> },hasRelation,TRUE,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#emma_jessop_1839> },hasRelation,TRUE,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_eliza_jessop_1863> },hasRelation,TRUE,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#rebecca_cotton_1845> },hasRelation,TRUE,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_margaret_grace_rever_1934-margaret_grace_rever_1934-hasAncestor-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#margaret_grace_rever_1934> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#vincent_cotton_1808> },hasAncestor,TRUE,3,4,1hop-family-tree_margaret_grace_rever_1934-margaret_grace_rever_1934-hasAncestor,32.0,1.0,32.0_1.0,train
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elizabeth_blanchard_1807> },hasRelation,TRUE,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_jessop_1834> },hasRelation,TRUE,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_margaret_grace_rever_1934-margaret_grace_rever_1934-hasAncestor-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#margaret_grace_rever_1934> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#edward_jessop_1802> },hasAncestor,TRUE,3,4,1hop-family-tree_margaret_grace_rever_1934-margaret_grace_rever_1934-hasAncestor,32.0,1.0,32.0_1.0,train
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_ann_cotton_1847> },hasRelation,TRUE,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_jessop_1840> },hasRelation,TRUE,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#charles_jessop_1831> },hasRelation,TRUE,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ann_jessop_1833> },hasRelation,TRUE,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation-BIN,family-tree,173,36,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#patricia_ann_kingswood_1944> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#vincent_cotton_1808> },hasRelation,TRUE,3,3,1hop-family-tree_patricia_ann_kingswood_1944-patricia_ann_kingswood_1944-hasRelation,32.0,1.0,32.0_1.0,train
1hop-family-tree_joseph_lockey_1833-joseph_lockey_1833-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#joseph_lockey_1833> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ridman_lockey_1842> },hasRelation,TRUE,3,3,1hop-family-tree_joseph_lockey_1833-joseph_lockey_1833-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_joseph_lockey_1833-joseph_lockey_1833-hasRelation-MC,family-tree,173,18,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#joseph_lockey_1833> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,anne_lockey_1829; elizabeth_ann_lockey_1846; elizabeth_rivers_1787; george_baker_lockey_1812; henry_waterloo_lockey_1820; john_lockey_1789; john_lockey_1824; john_lockey_1840; joseph_lockey_1833; mary_lockey_1818; nicholas_lockey_1826; redman_lockey_1822; ridman_lockey_1842; sarah_lockey_1810; sarah_lockey_1848; william_rivers_lockey_1815,3,3,1hop-family-tree_joseph_lockey_1833-joseph_lockey_1833-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_joseph_lockey_1833-joseph_lockey_1833-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#joseph_lockey_1833> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_lockey_1840> },hasRelation,TRUE,3,3,1hop-family-tree_joseph_lockey_1833-joseph_lockey_1833-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_elizabeth_ann_lockey_1846-elizabeth_ann_lockey_1846-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_ann_lockey_1846> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#anne_lockey_1829> },hasRelation,TRUE,3,3,1hop-family-tree_elizabeth_ann_lockey_1846-elizabeth_ann_lockey_1846-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_elizabeth_ann_lockey_1846-elizabeth_ann_lockey_1846-hasRelation-MC,family-tree,173,18,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#elizabeth_ann_lockey_1846> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,anne_lockey_1829; elizabeth_ann_lockey_1846; elizabeth_rivers_1787; george_baker_lockey_1812; henry_waterloo_lockey_1820; john_lockey_1789; john_lockey_1824; john_lockey_1840; joseph_lockey_1833; mary_lockey_1818; nicholas_lockey_1826; redman_lockey_1822; ridman_lockey_1842; sarah_lockey_1810; sarah_lockey_1848; william_rivers_lockey_1815,3,3,1hop-family-tree_elizabeth_ann_lockey_1846-elizabeth_ann_lockey_1846-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ridman_lockey_1842> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#anne_lockey_1829> },hasRelation,TRUE,3,3,1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation-MC,family-tree,173,18,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#ridman_lockey_1842> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,anne_lockey_1829; elizabeth_ann_lockey_1846; elizabeth_rivers_1787; george_baker_lockey_1812; henry_waterloo_lockey_1820; john_lockey_1789; john_lockey_1824; john_lockey_1840; joseph_lockey_1833; mary_lockey_1818; nicholas_lockey_1826; redman_lockey_1822; ridman_lockey_1842; sarah_lockey_1810; sarah_lockey_1848; william_rivers_lockey_1815,3,3,1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ridman_lockey_1842> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_lockey_1824> },hasRelation,TRUE,3,3,1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_joseph_lockey_1833-joseph_lockey_1833-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#joseph_lockey_1833> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_lockey_1848> },hasRelation,TRUE,3,3,1hop-family-tree_joseph_lockey_1833-joseph_lockey_1833-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_john_lockey_1840-john_lockey_1840-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_lockey_1840> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#george_baker_lockey_1812> },hasRelation,TRUE,3,3,1hop-family-tree_john_lockey_1840-john_lockey_1840-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_john_lockey_1840-john_lockey_1840-hasRelation-MC,family-tree,173,18,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#john_lockey_1840> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,anne_lockey_1829; elizabeth_ann_lockey_1846; elizabeth_rivers_1787; george_baker_lockey_1812; henry_waterloo_lockey_1820; john_lockey_1789; john_lockey_1824; john_lockey_1840; joseph_lockey_1833; mary_lockey_1818; nicholas_lockey_1826; redman_lockey_1822; ridman_lockey_1842; sarah_lockey_1810; sarah_lockey_1848; william_rivers_lockey_1815,3,3,1hop-family-tree_john_lockey_1840-john_lockey_1840-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_john_lockey_1840-john_lockey_1840-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_lockey_1840> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#nicholas_lockey_1826> },hasRelation,TRUE,3,3,1hop-family-tree_john_lockey_1840-john_lockey_1840-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ridman_lockey_1842> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#redman_lockey_1822> },hasRelation,TRUE,3,3,1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_john_lockey_1840-john_lockey_1840-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_lockey_1840> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#henry_waterloo_lockey_1820> },hasRelation,TRUE,3,3,1hop-family-tree_john_lockey_1840-john_lockey_1840-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_joseph_lockey_1833-joseph_lockey_1833-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#joseph_lockey_1833> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elizabeth_ann_lockey_1846> },hasRelation,TRUE,3,3,1hop-family-tree_joseph_lockey_1833-joseph_lockey_1833-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_elizabeth_ann_lockey_1846-elizabeth_ann_lockey_1846-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_ann_lockey_1846> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#redman_lockey_1822> },hasRelation,TRUE,3,3,1hop-family-tree_elizabeth_ann_lockey_1846-elizabeth_ann_lockey_1846-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_elizabeth_ann_lockey_1846-elizabeth_ann_lockey_1846-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_ann_lockey_1846> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#henry_waterloo_lockey_1820> },hasRelation,TRUE,3,3,1hop-family-tree_elizabeth_ann_lockey_1846-elizabeth_ann_lockey_1846-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ridman_lockey_1842> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#nicholas_lockey_1826> },hasRelation,TRUE,3,3,1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ridman_lockey_1842> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#george_baker_lockey_1812> },hasRelation,TRUE,3,3,1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_john_lockey_1840-john_lockey_1840-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_lockey_1840> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_lockey_1824> },hasRelation,TRUE,3,3,1hop-family-tree_john_lockey_1840-john_lockey_1840-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_elizabeth_ann_lockey_1846-elizabeth_ann_lockey_1846-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_ann_lockey_1846> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#nicholas_lockey_1826> },hasRelation,TRUE,3,3,1hop-family-tree_elizabeth_ann_lockey_1846-elizabeth_ann_lockey_1846-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_elizabeth_ann_lockey_1846-elizabeth_ann_lockey_1846-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_ann_lockey_1846> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#george_baker_lockey_1812> },hasRelation,TRUE,3,3,1hop-family-tree_elizabeth_ann_lockey_1846-elizabeth_ann_lockey_1846-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_john_lockey_1840-john_lockey_1840-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_lockey_1840> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#redman_lockey_1822> },hasRelation,TRUE,3,3,1hop-family-tree_john_lockey_1840-john_lockey_1840-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_elizabeth_ann_lockey_1846-elizabeth_ann_lockey_1846-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_ann_lockey_1846> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#joseph_lockey_1833> },hasRelation,TRUE,3,3,1hop-family-tree_elizabeth_ann_lockey_1846-elizabeth_ann_lockey_1846-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ridman_lockey_1842> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#joseph_lockey_1833> },hasRelation,TRUE,3,3,1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_elizabeth_ann_lockey_1846-elizabeth_ann_lockey_1846-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_ann_lockey_1846> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_lockey_1824> },hasRelation,TRUE,3,3,1hop-family-tree_elizabeth_ann_lockey_1846-elizabeth_ann_lockey_1846-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_john_lockey_1840-john_lockey_1840-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_lockey_1840> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#joseph_lockey_1833> },hasRelation,TRUE,3,3,1hop-family-tree_john_lockey_1840-john_lockey_1840-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ridman_lockey_1842> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#henry_waterloo_lockey_1820> },hasRelation,TRUE,3,3,1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_john_lockey_1840-john_lockey_1840-hasRelation-BIN,family-tree,173,18,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_lockey_1840> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#anne_lockey_1829> },hasRelation,TRUE,3,3,1hop-family-tree_john_lockey_1840-john_lockey_1840-hasRelation,14.0,1.0,14.0_1.0,train
1hop-family-tree_john_english_archer-john_english_archer-hasRelation-BIN,family-tree,173,21,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_english_archer> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_rivers_lockey_1815> },hasRelation,TRUE,3,3,1hop-family-tree_john_english_archer-john_english_archer-hasRelation,17.0,1.0,17.0_1.0,train
1hop-family-tree_john_english_archer-john_english_archer-hasRelation-MC,family-tree,173,21,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#john_english_archer> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,dorothy_archer_1845; eden_georgina_gardner_thompson_1810; elizabeth_ann_lockey_1846; elizabeth_gray_1810; ellen_archer_1875; james_alexander_archer_1882; james_archer_1887; jane_archer_1837; john_archer_1804; john_archer_1835; john_english_archer; john_lockey_1840; lily_archer_1880; mary_archer_1885; ridman_lockey_1842; sarah_lockey_1848; thomas_archer_1868; william_rivers_lockey_1815,3,3,1hop-family-tree_john_english_archer-john_english_archer-hasRelation,17.0,1.0,17.0_1.0,train
1hop-family-tree_sarah_lockey_1848-sarah_lockey_1848-hasSpouse-BIN,family-tree,173,21,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_lockey_1848> <http://www.example.com/genealogy.owl#hasSpouse> <http://www.example.com/genealogy.owl#john_archer_1835> },hasSpouse,TRUE,3,3,1hop-family-tree_sarah_lockey_1848-sarah_lockey_1848-hasSpouse,17.0,1.0,17.0_1.0,train
1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation-BIN,family-tree,173,21,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ridman_lockey_1842> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#jane_archer_1837> },hasRelation,TRUE,3,3,1hop-family-tree_ridman_lockey_1842-ridman_lockey_1842-hasRelation,17.0,1.0,17.0_1.0,train
