Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Avg Min Explanation Size,Avg Max Explanation Size,Avg Explanation Count,Language,Question,gpt-4o-mini_response,deepseek-reasoner_response,llama-4-maverick_response,shortest_tag_complexity,longest_tag_complexity,deepseek-reasoner_response_precision,deepseek-reasoner_response_recall,deepseek-reasoner_response_f1,deepseek-reasoner_response_accuracy,deepseek-reasoner_response_missing,deepseek-reasoner_response_extra,deepseek-reasoner_response_correct,gpt-4o-mini_response_precision,gpt-4o-mini_response_recall,gpt-4o-mini_response_f1,gpt-4o-mini_response_accuracy,gpt-4o-mini_response_missing,gpt-4o-mini_response_extra,gpt-4o-mini_response_correct,llama-4-maverick_response_precision,llama-4-maverick_response_recall,llama-4-maverick_response_f1,llama-4-maverick_response_accuracy,llama-4-maverick_response_missing,llama-4-maverick_response_extra,llama-4-maverick_response_correct
1hop-Thing_harriet_ann_young_1825-william-hasMother-MC,Thing_harriet_ann_young_1825,43,21,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_whitfield_1852> <http://www.example.com/genealogy.owl#hasMother> ?object },hasMother,harriet_ann_young_1825,2,2,10,English,Who is the mother of William Whitfield?,harriet_ann_young_1825,harriet_ann_young_1825,harriet_ann_young_1825,1,2,1.0,1.0,1.0,1.0,,,harriet_ann_young_1825,1.0,1.0,1.0,1.0,,,harriet_ann_young_1825,1.0,1.0,1.0,1.0,,,harriet_ann_young_1825
1hop-Thing_harriet_ann_young_1825-william-isBloodrelationOf-MC,Thing_harriet_ann_young_1825,43,21,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_whitfield_1852> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },isBloodrelationOf,"harry_whitfield_1854, harriet_whitefield_1861, alice_whitfield_1859, george_whitfield_1865, harriet_ann_whitfield_1850, louisa_whitfield_1857, walter_whitfield_1863, annie_whitfield, james_whitfield_1848",2,2,10,English,Which individuals are related by blood to William Whitfield?,"harriet_ann_young_1825, alice_whitfield_1859, annie_whitfield, george_whitfield_1865, harriet_ann_whitfield_1850, harriet_whitefield_1861, harry_whitfield_1854, james_whitfield_1848, louisa_whitfield_1857, walter_whitfield_1863, william_whitfield_1852","harriet_ann_young_1825, alice_whitfield_1859, annie_whitfield, george_whitfield_1865, harriet_ann_whitfield_1850, harriet_whitefield_1861, harry_whitfield_1854, james_whitfield_1848, louisa_whitfield_1857, walter_whitfield_1863, edward_young_1821, henry_young_1831, james_young_1836, john_young_1827, samuel_young_1829, william_young_1823, ann_norton_1799, edward_young_1795","harriet_ann_young_1825, william_whitfield_1852, louisa_whitfield_1857, alice_whitfield_1859, harriet_whitefield_1861, george_whitfield_1865, walter_whitfield_1863, james_whitfield_1848, harriet_ann_whitfield_1850, annie_whitfield, harry_whitfield_1854",4,5,0.5,1.0,0.6666666666666666,0.5,,"william_young_1823, henry_young_1831, john_young_1827, james_young_1836, edward_young_1821, ann_norton_1799, edward_young_1795, samuel_young_1829, harriet_ann_young_1825","alice_whitfield_1859, annie_whitfield, harry_whitfield_1854, harriet_whitefield_1861, walter_whitfield_1863, george_whitfield_1865, louisa_whitfield_1857, harriet_ann_whitfield_1850, james_whitfield_1848",0.8181818181818182,1.0,0.9,0.8181818181818182,,"william_whitfield_1852, harriet_ann_young_1825","alice_whitfield_1859, annie_whitfield, harry_whitfield_1854, harriet_whitefield_1861, walter_whitfield_1863, george_whitfield_1865, louisa_whitfield_1857, harriet_ann_whitfield_1850, james_whitfield_1848",0.8181818181818182,1.0,0.9,0.8181818181818182,,"william_whitfield_1852, harriet_ann_young_1825","alice_whitfield_1859, annie_whitfield, harry_whitfield_1854, harriet_whitefield_1861, walter_whitfield_1863, george_whitfield_1865, louisa_whitfield_1857, harriet_ann_whitfield_1850, james_whitfield_1848"
1hop-Thing_harriet_ann_young_1825-walter-type-BIN,Thing_harriet_ann_young_1825,43,21,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#walter_whitfield_1863> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },type,true,2,2,10,English,Is Walter Whitfield a person?,TRUE,FALSE,TRUE,0,0,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_harriet_ann_young_1825-walter-type-BIN,Thing_harriet_ann_young_1825,43,21,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#walter_whitfield_1863> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,2,10,English,Is Walter Whitfield a domain entity?,TRUE,TRUE,TRUE,0,0,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_harriet_whitefield_1861-sydney-hasAncestor-BIN,Thing_harriet_whitefield_1861,43,22,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#sydney_victor_heath_1899> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#james_whitfield_1821> },hasAncestor,true,2,4,10,English,Does Sydney Victor Heath have James Whitfield as an ancestor?,TRUE,FALSE,TRUE,1,3,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_harriet_whitefield_1861-sydney-hasAncestor-BIN,Thing_harriet_whitefield_1861,43,22,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#sydney_victor_heath_1899> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#harriet_whitefield_1861> },hasAncestor,true,2,3,10,English,Does Sydney Victor Heath have Harriet Whitefield as an ancestor?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_harriet_whitefield_1861-sydney-hasAncestor-BIN,Thing_harriet_whitefield_1861,43,22,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#sydney_victor_heath_1899> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#harriet_ann_young_1825> },hasAncestor,true,2,4,10,English,Does Sydney Victor Heath have Harriet Ann Young as an ancestor?,TRUE,FALSE,"onto_query = """"""
PREFIX : <http://www.example.com/genealogy.owl#>

SELECT ?s ?o 
WHERE { 
    ?s :hasAncestor ?o .
    FILTER (?s = :sydney_victor_heath_1899 && ?o = :harriet_ann_young_1825)
}
""""""

def url_to_name(url):
    return url.split('#')[-1].lower().replace('_', ' ')

individuals = context['individuals']
sydney_victor_heath = None
harriet_ann_young = None
for individual in individuals:
    if url_to_name(individual['uri']) == 'sydney victor heath 1899':
        sydney_victor_heath = individual['uri']
    if url_to_name(individual['uri']) == 'harriet ann young 1825':
        harriet_ann_young = individual['uri']

if sydney_victor_heath is None or harriet_ann_young is None:
    print(""FALSE"")
else:
    onto_query = onto_query.replace('sydney_victor_heath_1899', sydney_victor_heath.split('#')[-1])
    onto_query = onto_query.replace('harriet_ann_young_1825', harriet_ann_young.split('#')[-1])
    print(""TRUE"" if execute_query(onto_query) else ""FALSE"")",1,3,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,0.0,0.0,0.0,0.0,true,"sydney_victor_heath.split('#')[-1])onto_query=onto_query.replace('harriet_ann_young_1825', harriet_ann_young.split('#')[-1])print(""true""ifexecute_query(onto_query)else""false""), '')individuals=context['individuals']sydney_victor_heath=noneharriet_ann_young=noneforindividualinindividuals:ifurl_to_name(individual['uri'])=='sydneyvictorheath1899':sydney_victor_heath=individual['uri']ifurl_to_name(individual['uri'])=='harrietannyoung1825':harriet_ann_young=individual['uri']ifsydney_victor_heathisnoneorharriet_ann_youngisnone:print(""false"")else:onto_query=onto_query.replace('sydney_victor_heath_1899', onto_query=""""""prefix:<http://www.example.com/genealogy.owl#>select?s?owhere{?s:hasancestor?o.filter(?s=:sydney_victor_heath_1899&&?o=:harriet_ann_young_1825)}""""""defurl_to_name(url):returnurl.split('#')[-1].lower().replace('_'",
1hop-Thing_harriet_whitefield_1861-ivy-hasMother-BIN,Thing_harriet_whitefield_1861,43,22,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ivy_grace_heath_1894> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#harriet_whitefield_1861> },hasMother,true,2,2,10,English,Does Ivy Grace Heath have Harriet Whitefield as her mother?,TRUE,FALSE,TRUE,1,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_harriet_whitefield_1861-ivy-hasRelation-BIN,Thing_harriet_whitefield_1861,43,22,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ivy_grace_heath_1894> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_whitfield_1821> },hasRelation,true,2,4,10,English,Is Ivy Grace Heath related to James Whitfield?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_harriet_whitefield_1861-ivy-hasRelation-BIN,Thing_harriet_whitefield_1861,43,22,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ivy_grace_heath_1894> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#harriet_ann_young_1825> },hasRelation,true,2,4,10,English,Is Ivy Grace Heath related to Harriet Ann Young?,TRUE,FALSE,TRUE,3,4,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_harriet_whitefield_1861-ivy-hasMother-MC,Thing_harriet_whitefield_1861,43,22,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#ivy_grace_heath_1894> <http://www.example.com/genealogy.owl#hasMother> ?object },hasMother,harriet_whitefield_1861,2,2,10,English,Who is the mother of Ivy Grace Heath?,harriet_whitefield_1861,harriet_whitefield_1861,"harriet_whitefield_1861, Woman",1,2,1.0,1.0,1.0,1.0,,,harriet_whitefield_1861,1.0,1.0,1.0,1.0,,,harriet_whitefield_1861,0.5,1.0,0.6666666666666666,0.5,,woman,harriet_whitefield_1861
1hop-Thing_harriet_whitefield_1861-sydney-hasAncestor-MC,Thing_harriet_whitefield_1861,43,22,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#sydney_victor_heath_1899> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,"james_whitfield_1821, harriet_whitefield_1861, harriet_ann_young_1825",2,4,10,English,Which ancestors are related to Sydney Victor Heath?,harriet_whitefield_1861,"harriet_whitefield_1861, james_whitfield_1821, harriet_ann_young_1825, Ancestor","Ancestor, Person, james_whitfield_1821, harriet_ann_young_1825",1,3,0.75,1.0,0.8571428571428571,0.75,,ancestor,"harriet_whitefield_1861, james_whitfield_1821, harriet_ann_young_1825",1.0,0.3333333333333333,0.5,0.3333333333333333,"james_whitfield_1821, harriet_ann_young_1825",,harriet_whitefield_1861,0.5,0.6666666666666666,0.5714285714285715,0.4,harriet_whitefield_1861,"person, ancestor","james_whitfield_1821, harriet_ann_young_1825"
1hop-Thing_harry_bright_hostler-harry-isBrotherOf-BIN,Thing_harry_bright_hostler,43,7,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#harry_bright_hostler> <http://www.example.com/genealogy.owl#isBrotherOf> <http://www.example.com/genealogy.owl#robert_jerome_hostler> },isBrotherOf,true,2,2,10,English,Are Harry Bright Hostler and Robert Jerome Hostler brothers?,TRUE,TRUE,TRUE,1,1,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_harry_bright_hostler-harry-isBrotherOf-BIN,Thing_harry_bright_hostler,43,7,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#harry_bright_hostler> <http://www.example.com/genealogy.owl#isBrotherOf> <http://www.example.com/genealogy.owl#ruth_hostler> },isBrotherOf,true,2,2,10,English,Is Harry Bright Hostler the brother of Ruth Hostler?,TRUE,TRUE,TRUE,1,1,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_harry_bright_hostler-harry-isBrotherOf-MC,Thing_harry_bright_hostler,43,7,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#harry_bright_hostler> <http://www.example.com/genealogy.owl#isBrotherOf> ?object },isBrotherOf,"robert_jerome_hostler, ruth_hostler",2,2,10,English,Who is the sibling of Harry Bright Hostler?,"robert_jerome_hostler, edna_hostler, ruth_hostler","robert_jerome_hostler, edna_hostler, ruth_hostler","robert_jerome_hostler, edna_hostler, ruth_hostler",1,1,0.6666666666666666,1.0,0.8,0.6666666666666666,,edna_hostler,"ruth_hostler, robert_jerome_hostler",0.6666666666666666,1.0,0.8,0.6666666666666666,,edna_hostler,"ruth_hostler, robert_jerome_hostler",0.6666666666666666,1.0,0.8,0.6666666666666666,,edna_hostler,"ruth_hostler, robert_jerome_hostler"
1hop-Thing_harry_whitfield_1854-harry-isChildOf-BIN,Thing_harry_whitfield_1854,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#harry_whitfield_1854> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#james_whitfield_1821> },isChildOf,true,1,3,10,English,Is Harry Whitfield a child of James Whitfield?,TRUE,TRUE,TRUE,1,2,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_harsley_steward_1839-john-isParentOf-BIN,Thing_harsley_steward_1839,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#john_steward_1802> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#harsley_steward_1839> },isParentOf,true,2,2,10,English,Is John Steward the parent of Harsley Steward?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henrietta_sarah_green_1873-henry-hasSister-BIN,Thing_henrietta_sarah_green_1873,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#henry_green_1836> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#henrietta_sarah_green_1873> },hasSister,true,1,1,1,English,Does Henry Green have a sister named Henrietta Sarah Green?,TRUE,TRUE,TRUE,0,0,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henrietta_sarah_green_1873-elizabeth-isBloodrelationOf-BIN,Thing_henrietta_sarah_green_1873,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_quincey_green_1886> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#minnie_green_1871> },isBloodrelationOf,true,2,3,10,English,Is Elizabeth Quincey Green a blood relative of Minnie Green?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henrietta_sarah_green_1873-elizabeth-isBloodrelationOf-BIN,Thing_henrietta_sarah_green_1873,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_quincey_green_1886> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#mary_kate_green_1865> },isBloodrelationOf,true,2,4,10,English,Is Elizabeth Quincey Green related by blood to Mary Kate Green?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henrietta_sarah_green_1873-lois-isSiblingOf-BIN,Thing_henrietta_sarah_green_1873,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#lois_green_1871> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#minnie_green_1871> },isSiblingOf,true,2,3,10,English,Are Lois Green and Minnie Green siblings?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henrietta_sarah_green_1873-elizabeth-isBloodrelationOf-BIN,Thing_henrietta_sarah_green_1873,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_quincey_green_1886> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> },isBloodrelationOf,true,2,4,10,English,Is Elizabeth Quincey Green related by blood to William Henry Hutchinson Green?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henrietta_sarah_green_1873-lois-isSiblingOf-BIN,Thing_henrietta_sarah_green_1873,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#lois_green_1871> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#mary_kate_green_1865> },isSiblingOf,true,2,3,10,English,Are Lois Green and Mary Kate Green siblings?,TRUE,TRUE,TRUE,2,2,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henrietta_sarah_green_1873-elizabeth-isBloodrelationOf-BIN,Thing_henrietta_sarah_green_1873,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_quincey_green_1886> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#frank_reginald_green_1883> },isBloodrelationOf,true,2,4,10,English,Is Elizabeth Quincey Green a blood relative of Frank Reginald Green?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henrietta_sarah_green_1873-lois-isSiblingOf-BIN,Thing_henrietta_sarah_green_1873,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#lois_green_1871> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> },isSiblingOf,true,2,4,10,English,Are Lois Green and William Henry Hutchinson Green siblings?,TRUE,TRUE,TRUE,2,2,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henrietta_sarah_green_1873-elizabeth-isBloodrelationOf-BIN,Thing_henrietta_sarah_green_1873,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_quincey_green_1886> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#eleanor_frances_green_1863> },isBloodrelationOf,true,2,4,10,English,Is Elizabeth Quincey Green a blood relative of Eleanor Frances Green?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henrietta_sarah_green_1873-henry-isSiblingOf-BIN,Thing_henrietta_sarah_green_1873,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#henry_green_1836> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#minnie_green_1871> },isSiblingOf,true,2,3,10,English,Are Henry Green and Minnie Green siblings?,TRUE,FALSE,TRUE,2,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henrietta_sarah_green_1873-henry-isSiblingOf-BIN,Thing_henrietta_sarah_green_1873,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#henry_green_1836> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#mary_kate_green_1865> },isSiblingOf,true,2,3,10,English,Are Henry Green and Mary Kate Green siblings?,TRUE,FALSE,FALSE,2,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,0.0,0.0,0.0,0.0,true,false,
1hop-Thing_henrietta_sarah_green_1873-henry-isSiblingOf-BIN,Thing_henrietta_sarah_green_1873,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#henry_green_1836> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> },isSiblingOf,true,2,4,10,English,Are Henry Green and William Henry Hutchinson Green siblings?,TRUE,FALSE,TRUE,2,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmond_peter_bright_1926-henry-hasFather-BIN,Thing_henry_edmond_peter_bright_1926,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#henry_edmond_peter_bright_1926> <http://www.example.com/genealogy.owl#hasFather> <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> },hasFather,true,1,1,1,English,Does Henry Edmond Peter Bright have James Frank Hayden Bright as his father?,TRUE,TRUE,TRUE,0,0,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmond_peter_bright_1926-henry-hasFather-MC,Thing_henry_edmond_peter_bright_1926,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#henry_edmond_peter_bright_1926> <http://www.example.com/genealogy.owl#hasFather> ?object },hasFather,james_frank_hayden_bright_1891,1,1,1,English,Who is the father of Henry Edmond Peter Bright?,james_frank_hayden_bright_1891,james_frank_hayden_bright_1891,james_frank_hayden_bright_1891,0,0,1.0,1.0,1.0,1.0,,,james_frank_hayden_bright_1891,1.0,1.0,1.0,1.0,,,james_frank_hayden_bright_1891,1.0,1.0,1.0,1.0,,,james_frank_hayden_bright_1891
1hop-Thing_henry_edmund_bright_1862-frederick-hasAncestor-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#caroline_lavinia_tubb_1840> },hasAncestor,true,2,3,10,English,Does Frederick Herbert Bright have Caroline Lavinia Tubb as an ancestor?,TRUE,TRUE,TRUE,1,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmund_bright_1862-frederick-hasAncestor-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#james_bright_1839> },hasAncestor,true,2,4,10,English,Does Frederick Herbert Bright have James Bright as an ancestor?,TRUE,TRUE,TRUE,1,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmund_bright_1862-leonard-hasParent-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#leonard_john_bright_1890> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#henry_edmund_bright_1862> },hasParent,true,2,2,10,English,Does Leonard John Bright have Henry Edmund Bright as a parent?,TRUE,TRUE,TRUE,1,2,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmund_bright_1862-leonard-hasRelation-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#leonard_john_bright_1890> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_samuel_bright_1860> },hasRelation,true,20,20,1,English,Is there a relationship between Leonard John Bright and James Samuel Bright?,TRUE,TRUE,TRUE,4,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmund_bright_1862-leonard-hasRelation-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#leonard_john_bright_1890> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#caroline_martha_bright_1864> },hasRelation,true,20,20,1,English,Is there a relationship between Leonard John Bright and Caroline Martha Bright?,TRUE,TRUE,TRUE,4,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmund_bright_1862-leonard-hasRelation-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#leonard_john_bright_1890> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#caroline_lavinia_tubb_1840> },hasRelation,true,2,4,10,English,Is there a relationship between Leonard John Bright and Caroline Lavinia Tubb?,TRUE,TRUE,TRUE,3,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmund_bright_1862-james-isAncestorOf-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1839> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> },isAncestorOf,true,2,3,10,English,Is James Bright an ancestor of James Frank Hayden Bright?,TRUE,TRUE,"check_ancestor(""James Bright"", ""James Frank Hayden Bright"")",1,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,0.0,0.0,0.0,0.0,true,"check_ancestor(""jamesbright"", ""jamesfrankhaydenbright"")",
1hop-Thing_henry_edmund_bright_1862-leonard-hasRelation-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#leonard_john_bright_1890> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_bright_1839> },hasRelation,true,2,4,10,English,Is there a relationship between Leonard John Bright and James Bright?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_henry_edmund_bright_1862-james-isAncestorOf-BIN,Thing_henry_edmund_bright_1862,43,14,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1839> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#leonard_john_bright_1890> },isAncestorOf,true,2,4,10,English,Is James Bright an ancestor of Leonard John Bright?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
