Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Avg Min Explanation Size,Avg Max Explanation Size,Avg Explanation Count,Task ID temp,Bin_Size of ontology ABox,Bin_Avg Min Explanation Size,strata,split,Language,Question
1hop-Thing_charlotte_ann_jessop_1865--type-MC,Thing_charlotte_ann_jessop_1865,43,49,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#edward_cotton_1850> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Person, DomainEntity",1,2,6,1hop-Thing_charlotte_ann_jessop_1865--type,27.0,8.0,27.0_8.0,train,English,What class or classes does Edward Cotton belong to?
1hop-Thing_charlotte_ann_jessop_1865--type-MC,Thing_charlotte_ann_jessop_1865,43,49,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#mary_ann_cotton_1847> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Person, DomainEntity",1,2,6,1hop-Thing_charlotte_ann_jessop_1865--type,27.0,8.0,27.0_8.0,train,English,What class or classes does Mary Ann Cotton belong to?
1hop-Thing_charlotte_ann_jessop_1865--type-MC,Thing_charlotte_ann_jessop_1865,43,49,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#vincent_cotton_1808> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Ancestor, Person, DomainEntity, Man",1,5,8,1hop-Thing_charlotte_ann_jessop_1865--type,27.0,8.0,27.0_8.0,train,English,What class or classes does Vincent Cotton belong to?
1hop-Thing_charlotte_ann_jessop_1865--type-MC,Thing_charlotte_ann_jessop_1865,43,49,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#elizabeth_blanchard_1807> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Woman, Ancestor, Person, DomainEntity",1,5,7,1hop-Thing_charlotte_ann_jessop_1865--type,27.0,8.0,27.0_8.0,train,English,What class or classes does Elizabeth Blanchard belong to?
1hop-Thing_charlotte_bright_1928-frederick-hasRelation-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#patricia_bright_1938> },hasRelation,true,4,4,10,1hop-Thing_charlotte_bright_1928-frederick-hasRelation,9.0,35.0,9.0_35.0,train,English,Is there a relationship between Frederick Herbert Bright and Patricia Bright?
1hop-Thing_charlotte_bright_1928-frederick-hasRelation-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#charlotte_bright_1928> },hasRelation,true,4,4,10,1hop-Thing_charlotte_bright_1928-frederick-hasRelation,9.0,35.0,9.0_35.0,train,English,Is there a relationship between Frederick Herbert Bright and Charlotte Bright?
1hop-Thing_charlotte_bright_1928-frederick-hasRelation-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_alexander_bright_1921> },hasRelation,true,4,4,10,1hop-Thing_charlotte_bright_1928-frederick-hasRelation,9.0,35.0,9.0_35.0,train,English,Is there a relationship between Frederick Herbert Bright and James Alexander Bright?
1hop-Thing_charlotte_bright_1928-frederick-hasRelation-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#kathleen_constance_susan_bright_1924> },hasRelation,true,4,4,10,1hop-Thing_charlotte_bright_1928-frederick-hasRelation,9.0,35.0,9.0_35.0,train,English,Is there a relationship between Frederick Herbert Bright and Kathleen Constance Susan Bright?
1hop-Thing_charlotte_bright_1928-kathleen-hasParent-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#kathleen_constance_susan_bright_1924> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> },hasParent,true,2,2,10,1hop-Thing_charlotte_bright_1928-kathleen-hasParent,9.0,17.0,9.0_17.0,train,English,Does Kathleen Constance Susan Bright have James Frank Hayden Bright as a parent?
1hop-Thing_charlotte_bright_1928-frederick-hasRelation-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#marion_jean_bright_1922> },hasRelation,true,4,4,10,1hop-Thing_charlotte_bright_1928-frederick-hasRelation,9.0,35.0,9.0_35.0,train,English,Is there a relationship between Frederick Herbert Bright and Marion Jean Bright?
1hop-Thing_charlotte_bright_1928-frederick-hasRelation-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#henry_edmond_peter_bright_1926> },hasRelation,true,4,4,10,1hop-Thing_charlotte_bright_1928-frederick-hasRelation,9.0,35.0,9.0_35.0,train,English,Is there a relationship between Frederick Herbert Bright and Henry Edmond Peter Bright?
1hop-Thing_charlotte_bright_1928-frederick-hasRelation-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#frank_hewett_bright_1920> },hasRelation,true,4,4,10,1hop-Thing_charlotte_bright_1928-frederick-hasRelation,9.0,35.0,9.0_35.0,train,English,Is there a relationship between Frederick Herbert Bright and Frank Hewett Bright?
1hop-Thing_charlotte_bright_1928-frederick-hasRelation-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#charlotte_hewett_1863> },hasRelation,true,4,4,10,1hop-Thing_charlotte_bright_1928-frederick-hasRelation,9.0,35.0,9.0_35.0,train,English,Is there a relationship between Frederick Herbert Bright and Charlotte Hewett?
1hop-Thing_charlotte_bright_1928-frank-isBloodrelationOf-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frank_hewett_bright_1920> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#patricia_bright_1938> },isBloodrelationOf,true,2,5,10,1hop-Thing_charlotte_bright_1928-frank-isBloodrelationOf,9.0,17.0,9.0_17.0,train,English,Is Frank Hewett Bright a blood relative of Patricia Bright?
1hop-Thing_charlotte_bright_1928-frank-isBloodrelationOf-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frank_hewett_bright_1920> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#charlotte_bright_1928> },isBloodrelationOf,true,1,3,10,1hop-Thing_charlotte_bright_1928-frank-isBloodrelationOf,9.0,8.0,9.0_8.0,train,English,Is Frank Hewett Bright a blood relative of Charlotte Bright?
1hop-Thing_charlotte_bright_1928-frank-isBloodrelationOf-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frank_hewett_bright_1920> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#marion_jean_bright_1922> },isBloodrelationOf,true,2,5,10,1hop-Thing_charlotte_bright_1928-frank-isBloodrelationOf,9.0,17.0,9.0_17.0,train,English,Is Frank Hewett Bright a blood relative of Marion Jean Bright?
1hop-Thing_charlotte_bright_1928-frank-isBloodrelationOf-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frank_hewett_bright_1920> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#james_alexander_bright_1921> },isBloodrelationOf,true,2,5,10,1hop-Thing_charlotte_bright_1928-frank-isBloodrelationOf,9.0,17.0,9.0_17.0,train,English,Is Frank Hewett Bright a blood relative of James Alexander Bright?
1hop-Thing_charlotte_bright_1928-frank-isBloodrelationOf-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frank_hewett_bright_1920> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#henry_edmond_peter_bright_1926> },isBloodrelationOf,true,2,5,10,1hop-Thing_charlotte_bright_1928-frank-isBloodrelationOf,9.0,17.0,9.0_17.0,train,English,Is Frank Hewett Bright a blood relative of Henry Edmond Peter Bright?
1hop-Thing_charlotte_bright_1928-frank-isBloodrelationOf-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frank_hewett_bright_1920> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#kathleen_constance_susan_bright_1924> },isBloodrelationOf,true,2,5,10,1hop-Thing_charlotte_bright_1928-frank-isBloodrelationOf,9.0,17.0,9.0_17.0,train,English,Is Frank Hewett Bright a blood relative of Kathleen Constance Susan Bright?
1hop-Thing_charlotte_bright_1928-frank-isSiblingOf-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frank_hewett_bright_1920> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#patricia_bright_1938> },isSiblingOf,true,2,4,10,1hop-Thing_charlotte_bright_1928-frank-isSiblingOf,9.0,17.0,9.0_17.0,train,English,Are Frank Hewett Bright and Patricia Bright siblings?
1hop-Thing_charlotte_bright_1928-charlotte-isChildOf-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_bright_1928> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> },isChildOf,true,1,2,10,1hop-Thing_charlotte_bright_1928-charlotte-isChildOf,9.0,8.0,9.0_8.0,train,English,Is Charlotte Bright a child of James Frank Hayden Bright?
1hop-Thing_charlotte_bright_1928-frank-isSiblingOf-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frank_hewett_bright_1920> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#charlotte_bright_1928> },isSiblingOf,true,1,3,10,1hop-Thing_charlotte_bright_1928-frank-isSiblingOf,9.0,8.0,9.0_8.0,train,English,Are Frank Hewett Bright and Charlotte Bright siblings?
1hop-Thing_charlotte_bright_1928-frank-isSiblingOf-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frank_hewett_bright_1920> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#marion_jean_bright_1922> },isSiblingOf,true,2,4,10,1hop-Thing_charlotte_bright_1928-frank-isSiblingOf,9.0,17.0,9.0_17.0,train,English,Are Frank Hewett Bright and Marion Jean Bright siblings?
1hop-Thing_charlotte_bright_1928-frank-isSiblingOf-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frank_hewett_bright_1920> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#james_alexander_bright_1921> },isSiblingOf,true,2,4,10,1hop-Thing_charlotte_bright_1928-frank-isSiblingOf,9.0,17.0,9.0_17.0,train,English,Are Frank Hewett Bright and James Alexander Bright siblings?
1hop-Thing_charlotte_bright_1928-frank-isSiblingOf-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frank_hewett_bright_1920> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#henry_edmond_peter_bright_1926> },isSiblingOf,true,2,4,10,1hop-Thing_charlotte_bright_1928-frank-isSiblingOf,9.0,17.0,9.0_17.0,train,English,Are Frank Hewett Bright and Henry Edmond Peter Bright siblings?
1hop-Thing_charlotte_bright_1928-frank-isSiblingOf-BIN,Thing_charlotte_bright_1928,43,19,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frank_hewett_bright_1920> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#kathleen_constance_susan_bright_1924> },isSiblingOf,true,2,4,10,1hop-Thing_charlotte_bright_1928-frank-isSiblingOf,9.0,17.0,9.0_17.0,train,English,Are Frank Hewett Bright and Kathleen Constance Susan Bright siblings?
1hop-Thing_charlotte_bright_1928-charlotte-isChildOf-MC,Thing_charlotte_bright_1928,43,19,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#charlotte_bright_1928> <http://www.example.com/genealogy.owl#isChildOf> ?object },isChildOf,james_frank_hayden_bright_1891,1,2,10,1hop-Thing_charlotte_bright_1928-charlotte-isChildOf,9.0,8.0,9.0_8.0,train,English,Who is the parent of Charlotte Bright?
1hop-Thing_charlotte_bright_1928-frank-isBloodrelationOf-MC,Thing_charlotte_bright_1928,43,19,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#frank_hewett_bright_1920> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },isBloodrelationOf,"kathleen_constance_susan_bright_1924, charlotte_bright_1928, henry_edmond_peter_bright_1926, patricia_bright_1938, james_alexander_bright_1921, marion_jean_bright_1922",2,5,10,1hop-Thing_charlotte_bright_1928-frank-isBloodrelationOf,9.0,17.0,9.0_17.0,train,English,Who are the blood relatives of Frank Hewett Bright?
1hop-Thing_charlotte_bright_1928-frank-isSiblingOf-MC,Thing_charlotte_bright_1928,43,19,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#frank_hewett_bright_1920> <http://www.example.com/genealogy.owl#isSiblingOf> ?object },isSiblingOf,"kathleen_constance_susan_bright_1924, charlotte_bright_1928, henry_edmond_peter_bright_1926, patricia_bright_1938, james_alexander_bright_1921, marion_jean_bright_1922",2,4,10,1hop-Thing_charlotte_bright_1928-frank-isSiblingOf,9.0,17.0,9.0_17.0,train,English,Which individuals are siblings of Frank Hewett Bright?
1hop-Thing_charlotte_bright_1928-kathleen-hasParent-MC,Thing_charlotte_bright_1928,43,19,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#kathleen_constance_susan_bright_1924> <http://www.example.com/genealogy.owl#hasParent> ?object },hasParent,james_frank_hayden_bright_1891,2,2,10,1hop-Thing_charlotte_bright_1928-kathleen-hasParent,9.0,17.0,9.0_17.0,train,English,Who is the parent of Kathleen Constance Susan Bright?
1hop-Thing_charlotte_bright_1928-charlotte-type-BIN,Thing_charlotte_bright_1928,43,19,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_bright_1928> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },type,true,2,2,10,1hop-Thing_charlotte_bright_1928-charlotte-type,9.0,17.0,9.0_17.0,train,English,Is Charlotte Bright a person?
1hop-Thing_charlotte_bright_1928-james-type-BIN,Thing_charlotte_bright_1928,43,19,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_alexander_bright_1921> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },type,true,2,6,10,1hop-Thing_charlotte_bright_1928-james-type,9.0,17.0,9.0_17.0,train,English,Is James Alexander Bright a person?
1hop-Thing_charlotte_bright_1928-charlotte-type-BIN,Thing_charlotte_bright_1928,43,19,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_hewett_1863> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },type,true,2,2,10,1hop-Thing_charlotte_bright_1928-charlotte-type,9.0,17.0,9.0_17.0,train,English,Is Charlotte Hewett a person?
1hop-Thing_charlotte_bright_1928-james-type-BIN,Thing_charlotte_bright_1928,43,19,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_alexander_bright_1921> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,2,10,1hop-Thing_charlotte_bright_1928-james-type,9.0,17.0,9.0_17.0,train,English,Is James Alexander Bright a domain entity?
1hop-Thing_charlotte_bright_1928-charlotte-type-BIN,Thing_charlotte_bright_1928,43,19,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_bright_1928> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,7,10,1hop-Thing_charlotte_bright_1928-charlotte-type,9.0,17.0,9.0_17.0,train,English,Is Charlotte Bright a domain entity?
1hop-Thing_charlotte_bright_1928-charlotte-type-BIN,Thing_charlotte_bright_1928,43,19,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_hewett_1863> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,7,10,1hop-Thing_charlotte_bright_1928-charlotte-type,9.0,17.0,9.0_17.0,train,English,Is Charlotte Hewett a domain entity?
1hop-Thing_charlotte_bright_1928-james-type-BIN,Thing_charlotte_bright_1928,43,19,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_alexander_bright_1921> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Man> },type,true,2,2,3,1hop-Thing_charlotte_bright_1928-james-type,9.0,17.0,9.0_17.0,train,English,Is James Alexander Bright a man?
1hop-Thing_charlotte_bright_1928-charlotte-type-BIN,Thing_charlotte_bright_1928,43,19,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_bright_1928> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Woman> },type,true,2,2,3,1hop-Thing_charlotte_bright_1928-charlotte-type,9.0,17.0,9.0_17.0,train,English,Is Charlotte Bright a woman?
1hop-Thing_charlotte_bright_1928-charlotte-type-BIN,Thing_charlotte_bright_1928,43,19,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_hewett_1863> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Woman> },type,true,2,3,3,1hop-Thing_charlotte_bright_1928-charlotte-type,9.0,17.0,9.0_17.0,train,English,Is Charlotte Hewett a woman?
1hop-Thing_charlotte_bright_1928-charlotte-type-BIN,Thing_charlotte_bright_1928,43,19,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_hewett_1863> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Ancestor> },type,true,2,15,10,1hop-Thing_charlotte_bright_1928-charlotte-type,9.0,17.0,9.0_17.0,train,English,Is Charlotte Hewett an ancestor?
1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,65,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#jane_burton_1823> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> },hasRelation,true,2,6,10,1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation,36.0,17.0,36.0_17.0,train,English,Is there a relationship between Jane Burton and Henry Edmund Bright?
1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,65,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#jane_burton_1823> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ruth_hostler> },hasRelation,true,2,7,10,1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation,36.0,17.0,36.0_17.0,train,English,Does Jane Burton have a relation to Ruth Hostler?
1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,65,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#jane_burton_1823> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#nora_ada_bright_1899> },hasRelation,true,2,6,10,1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation,36.0,17.0,36.0_17.0,train,English,Does Jane Burton have a relation to Nora Ada Bright?
1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,65,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#jane_burton_1823> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#robert_jerome_hostler> },hasRelation,true,2,7,10,1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation,36.0,17.0,36.0_17.0,train,English,Is Jane Burton related to Robert Jerome Hostler?
1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,65,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#jane_burton_1823> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_samuel_bright_1860> },hasRelation,true,0,0,0,1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation,36.0,,36.0_nan,train,English,Is there a relationship between Jane Burton and James Samuel Bright?
1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasParent-BIN,Thing_charlotte_caroline_jane_bright_1894,43,65,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#charlotte_hewett_1863> },hasParent,true,1,2,10,1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasParent,36.0,8.0,36.0_8.0,train,English,Does Henry Edmund Bright have Charlotte Hewett as a parent?
1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,65,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#jane_burton_1823> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#edna_hostler> },hasRelation,true,2,7,10,1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation,36.0,17.0,36.0_17.0,train,English,Is Jane Burton related to Edna Hostler?
1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,65,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ruth_hostler> },hasRelation,true,4,4,10,1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation,36.0,35.0,36.0_35.0,train,English,Is there a relationship between Henry Edmund Bright and Ruth Hostler?
1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,65,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#jane_burton_1823> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> },hasRelation,true,2,6,10,1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation,36.0,17.0,36.0_17.0,train,English,Is Jane Burton related to Frederick Herbert Bright?
1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,65,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#robert_jerome_hostler> },hasRelation,true,4,4,10,1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation,36.0,35.0,36.0_35.0,train,English,Is there a relationship between Henry Edmund Bright and Robert Jerome Hostler?
1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,65,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#jane_burton_1823> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#henry_edmund_bright_1862> },hasRelation,true,3,4,10,1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation,36.0,26.0,36.0_26.0,train,English,Is there a relationship between Jane Burton and Henry Edmund Bright?
1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,65,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#jane_burton_1823> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#kathleen_minnie_bright_1904> },hasRelation,true,2,6,10,1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation,36.0,17.0,36.0_17.0,train,English,Is there a relationship between Jane Burton and Kathleen Minnie Bright?
1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,65,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#edna_hostler> },hasRelation,true,4,4,10,1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation,36.0,35.0,36.0_35.0,train,English,Is there a relationship between Henry Edmund Bright and Edna Hostler?
1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,65,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#jane_burton_1823> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_hewett_1815> },hasRelation,true,4,4,10,1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation,36.0,35.0,36.0_35.0,train,English,Is there a relationship between Jane Burton and James Hewett?
1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,65,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#jane_burton_1823> },hasRelation,true,2,4,10,1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation,36.0,17.0,36.0_17.0,train,English,Is there a relationship between Henry Edmund Bright and Jane Burton?
1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,65,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#jane_burton_1823> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> },hasRelation,true,2,6,10,1hop-Thing_charlotte_caroline_jane_bright_1894-jane-hasRelation,36.0,17.0,36.0_17.0,train,English,Is there a relationship between Jane Burton and James Frank Hayden Bright?
