SPARQL_index,SPARQL_query,generated_question,language,answer_type,task_type,model,model_version,python_version,timestamp_request,response_time_sec,response_preview,success,temperature,max_tokens,top_p,presence_penalty,frequency_penalty
979,ASK WHERE { <http://www.example.com/genealogy.owl#robert_david_bright_1965> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#richard_john_bright_1962> },Is Robert David Bright related to Richard John Bright by blood?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:24.054483,0.885,Is Robert David Bright related to Richard John Bright by blood?,True,0.0,4096,1.0,0.0,0.0
980,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#robert_david_bright_1965> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },Who are the blood relatives of Robert David Bright?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:24.890097,0.735,Who are the blood relatives of Robert David Bright?,True,0.0,4096,1.0,0.0,0.0
981,ASK WHERE { <http://www.example.com/genealogy.owl#fanny_jacobs_1840> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#james_jacobs_1806> },Does Fanny Jacobs have James Jacobs as a parent?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:25.465963,0.474,Does Fanny Jacobs have James Jacobs as a parent?,True,0.0,4096,1.0,0.0,0.0
982,ASK WHERE { <http://www.example.com/genealogy.owl#fanny_jacobs_1840> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#priscilla_saunders_1810> },Does Fanny Jacobs have Priscilla Saunders as a parent?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:26.416562,0.849,Does Fanny Jacobs have Priscilla Saunders as a parent?,True,0.0,4096,1.0,0.0,0.0
983,ASK WHERE { <http://www.example.com/genealogy.owl#jane_blake_1784> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#fanny_jacobs_1840> },Is Jane Blake an ancestor of Fanny Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:27.484615,0.967,Is Jane Blake an ancestor of Fanny Jacobs?,True,0.0,4096,1.0,0.0,0.0
984,ASK WHERE { <http://www.example.com/genealogy.owl#jane_blake_1784> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#james_jacobs_1806> },Is Jane Blake an ancestor of James Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:28.507748,0.922,Is Jane Blake an ancestor of James Jacobs?,True,0.0,4096,1.0,0.0,0.0
985,ASK WHERE { <http://www.example.com/genealogy.owl#jane_blake_1784> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#henry_jacobs_1849> },Is Jane Blake an ancestor of Henry Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:29.257703,0.649,Is Jane Blake an ancestor of Henry Jacobs?,True,0.0,4096,1.0,0.0,0.0
986,ASK WHERE { <http://www.example.com/genealogy.owl#jane_blake_1784> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#george_jacobs_1852> },Is Jane Blake an ancestor of George Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:30.164592,0.806,Is Jane Blake an ancestor of George Jacobs?,True,0.0,4096,1.0,0.0,0.0
987,ASK WHERE { <http://www.example.com/genealogy.owl#frank_jacobs_1846> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#henry_jacobs_1849> },Are Frank Jacobs and Henry Jacobs siblings?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:31.010993,0.745,Are Frank Jacobs and Henry Jacobs siblings?,True,0.0,4096,1.0,0.0,0.0
988,ASK WHERE { <http://www.example.com/genealogy.owl#jane_blake_1784> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#sarah_jacobs_1834> },Is Jane Blake an ancestor of Sarah Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:31.772729,0.66,Is Jane Blake an ancestor of Sarah Jacobs?,True,0.0,4096,1.0,0.0,0.0
989,ASK WHERE { <http://www.example.com/genealogy.owl#frank_jacobs_1846> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#george_jacobs_1852> },Are Frank Jacobs and George Jacobs siblings?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:32.787721,0.914,Are Frank Jacobs and George Jacobs siblings?,True,0.0,4096,1.0,0.0,0.0
990,ASK WHERE { <http://www.example.com/genealogy.owl#jane_blake_1784> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#charles_jacobs_1842> },Is Jane Blake an ancestor of Charles Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:33.604758,0.715,Is Jane Blake an ancestor of Charles Jacobs?,True,0.0,4096,1.0,0.0,0.0
991,ASK WHERE { <http://www.example.com/genealogy.owl#jane_blake_1784> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#jane_jacobs_1836> },Is Jane Blake an ancestor of Jane Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:34.234831,0.529,Is Jane Blake an ancestor of Jane Jacobs?,True,0.0,4096,1.0,0.0,0.0
992,ASK WHERE { <http://www.example.com/genealogy.owl#frank_jacobs_1846> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#sarah_jacobs_1834> },Are Frank Jacobs and Sarah Jacobs siblings?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:34.932679,0.596,Are Frank Jacobs and Sarah Jacobs siblings?,True,0.0,4096,1.0,0.0,0.0
993,ASK WHERE { <http://www.example.com/genealogy.owl#jane_blake_1784> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#frank_jacobs_1846> },Is Jane Blake an ancestor of Frank Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:35.767557,0.734,Is Jane Blake an ancestor of Frank Jacobs?,True,0.0,4096,1.0,0.0,0.0
994,ASK WHERE { <http://www.example.com/genealogy.owl#frank_jacobs_1846> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#charles_jacobs_1842> },Are Frank Jacobs and Charles Jacobs siblings?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:36.347745,0.48,Are Frank Jacobs and Charles Jacobs siblings?,True,0.0,4096,1.0,0.0,0.0
995,ASK WHERE { <http://www.example.com/genealogy.owl#jane_blake_1784> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#lucy_jacobs_1844> },Is Jane Blake an ancestor of Lucy Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:36.966544,0.518,Is Jane Blake an ancestor of Lucy Jacobs?,True,0.0,4096,1.0,0.0,0.0
996,ASK WHERE { <http://www.example.com/genealogy.owl#priscilla_saunders_1810> <http://www.example.com/genealogy.owl#isFemalePartnerIn> <http://www.example.com/genealogy.owl#m117> },Is Priscilla Saunders a female partner of m117?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:37.694386,0.627,Is Priscilla Saunders a female partner of m117?,True,0.0,4096,1.0,0.0,0.0
997,ASK WHERE { <http://www.example.com/genealogy.owl#james_jacobs_1806> <http://www.example.com/genealogy.owl#hasSpouse> <http://www.example.com/genealogy.owl#priscilla_saunders_1810> },Is James Jacobs married to Priscilla Saunders?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:38.491937,0.697,Is James Jacobs married to Priscilla Saunders?,True,0.0,4096,1.0,0.0,0.0
998,ASK WHERE { <http://www.example.com/genealogy.owl#priscilla_saunders_1810> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#fanny_jacobs_1840> },Is Priscilla Saunders a parent of Fanny Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:39.369304,0.776,Is Priscilla Saunders a parent of Fanny Jacobs?,True,0.0,4096,1.0,0.0,0.0
999,ASK WHERE { <http://www.example.com/genealogy.owl#george_jacobs_1852> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#fanny_jacobs_1840> },Is George Jacobs related by blood to Fanny Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:40.277393,0.807,Is George Jacobs related by blood to Fanny Jacobs?,True,0.0,4096,1.0,0.0,0.0
1000,ASK WHERE { <http://www.example.com/genealogy.owl#george_jacobs_1852> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#henry_jacobs_1849> },Is George Jacobs related by blood to Henry Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:41.276642,0.857,Is George Jacobs related by blood to Henry Jacobs?,True,0.0,4096,1.0,0.0,0.0
1001,ASK WHERE { <http://www.example.com/genealogy.owl#priscilla_saunders_1810> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#henry_jacobs_1849> },Is Priscilla Saunders a parent of Henry Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:41.974450,0.597,Is Priscilla Saunders a parent of Henry Jacobs?,True,0.0,4096,1.0,0.0,0.0
1002,ASK WHERE { <http://www.example.com/genealogy.owl#george_jacobs_1852> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#sarah_jacobs_1834> },Is George Jacobs a blood relative of Sarah Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:42.660242,0.584,Is George Jacobs a blood relative of Sarah Jacobs?,True,0.0,4096,1.0,0.0,0.0
1003,ASK WHERE { <http://www.example.com/genealogy.owl#priscilla_saunders_1810> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#george_jacobs_1852> },Is Priscilla Saunders a parent of George Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:43.643850,0.881,Is Priscilla Saunders a parent of George Jacobs?,True,0.0,4096,1.0,0.0,0.0
1004,ASK WHERE { <http://www.example.com/genealogy.owl#george_jacobs_1852> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#charles_jacobs_1842> },Is George Jacobs related by blood to Charles Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:44.231908,0.487,Is George Jacobs related by blood to Charles Jacobs?,True,0.0,4096,1.0,0.0,0.0
1005,ASK WHERE { <http://www.example.com/genealogy.owl#priscilla_saunders_1810> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#charles_jacobs_1842> },Is Priscilla Saunders a parent of Charles Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:44.902291,0.57,Is Priscilla Saunders a parent of Charles Jacobs?,True,0.0,4096,1.0,0.0,0.0
1006,ASK WHERE { <http://www.example.com/genealogy.owl#george_jacobs_1852> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#jane_jacobs_1836> },Is George Jacobs related by blood to Jane Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:45.530008,0.527,Is George Jacobs related by blood to Jane Jacobs?,True,0.0,4096,1.0,0.0,0.0
1007,ASK WHERE { <http://www.example.com/genealogy.owl#george_jacobs_1852> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#frank_jacobs_1846> },Is George Jacobs related by blood to Frank Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:46.280741,0.65,Is George Jacobs related by blood to Frank Jacobs?,True,0.0,4096,1.0,0.0,0.0
1008,ASK WHERE { <http://www.example.com/genealogy.owl#george_jacobs_1852> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#lucy_jacobs_1844> },Is George Jacobs related by blood to Lucy Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:47.015148,0.634,Is George Jacobs related by blood to Lucy Jacobs?,True,0.0,4096,1.0,0.0,0.0
1009,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#jane_blake_1784> <http://www.example.com/genealogy.owl#isAncestorOf> ?object },Which individuals are descendants of Jane Blake?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:47.521630,0.406,Which individuals are descendants of Jane Blake?,True,0.0,4096,1.0,0.0,0.0
1010,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#priscilla_saunders_1810> <http://www.example.com/genealogy.owl#isFemalePartnerIn> ?object },Which individuals are known to be female partners of Priscilla Saunders?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:48.420331,0.797,Which individuals are known to be female partners of Priscilla Saunders?,True,0.0,4096,1.0,0.0,0.0
1011,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#james_jacobs_1806> <http://www.example.com/genealogy.owl#hasSpouse> ?object },Who is the spouse of James Jacobs?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:49.118994,0.598,Who is the spouse of James Jacobs?,True,0.0,4096,1.0,0.0,0.0
1012,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#george_jacobs_1852> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },Who are the blood relatives of George Jacobs?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:49.860205,0.64,Who are the blood relatives of George Jacobs?,True,0.0,4096,1.0,0.0,0.0
1013,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#fanny_jacobs_1840> <http://www.example.com/genealogy.owl#hasParent> ?object },Who is the parent of Fanny Jacobs?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:50.567053,0.605,Who is the parent of Fanny Jacobs?,True,0.0,4096,1.0,0.0,0.0
1014,ASK WHERE { <http://www.example.com/genealogy.owl#m168> <http://www.example.com/genealogy.owl#hasFemalePartner> <http://www.example.com/genealogy.owl#sarah_pickard_1839> },"Does the individual identified as ""m168"" have a female partner named Sarah Pickard?",English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:51.325139,0.658,"Does the individual identified as ""m168"" have a female partner named Sarah Pickard?",True,0.0,4096,1.0,0.0,0.0
1015,ASK WHERE { <http://www.example.com/genealogy.owl#ann_pickard_1809> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ann_james> },Is there a relationship between Ann Pickard and Ann James?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:52.250294,0.824,Is there a relationship between Ann Pickard and Ann James?,True,0.0,4096,1.0,0.0,0.0
1016,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elizabeth_pickard_1805> },Is Ann James related to Elizabeth Pickard?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:52.870485,0.519,Is Ann James related to Elizabeth Pickard?,True,0.0,4096,1.0,0.0,0.0
1017,ASK WHERE { <http://www.example.com/genealogy.owl#ann_pickard_1809> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#lois_green_1871> },Is there a relationship between Ann Pickard and Lois Green?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:53.547135,0.575,Is there a relationship between Ann Pickard and Lois Green?,True,0.0,4096,1.0,0.0,0.0
1018,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#lois_green_1871> },Is Ann James related to Lois Green?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:54.345286,0.697,Is Ann James related to Lois Green?,True,0.0,4096,1.0,0.0,0.0
1019,ASK WHERE { <http://www.example.com/genealogy.owl#ann_pickard_1809> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#frank_reginald_green_1883> },Is there a relationship between Ann Pickard and Frank Reginald Green?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:55.238532,0.792,Is there a relationship between Ann Pickard and Frank Reginald Green?,True,0.0,4096,1.0,0.0,0.0
1020,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#frank_reginald_green_1883> },Is Ann James related to Frank Reginald Green?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:56.034124,0.695,Is Ann James related to Frank Reginald Green?,True,0.0,4096,1.0,0.0,0.0
1021,ASK WHERE { <http://www.example.com/genealogy.owl#ann_pickard_1809> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_ingelby_1789> },Is there a relationship between Ann Pickard and William Ingelby?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:57.127240,0.992,Is there a relationship between Ann Pickard and William Ingelby?,True,0.0,4096,1.0,0.0,0.0
1022,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#minnie_green_1871> },Is Ann James related to Minnie Green?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:57.980167,0.752,Is Ann James related to Minnie Green?,True,0.0,4096,1.0,0.0,0.0
1023,ASK WHERE { <http://www.example.com/genealogy.owl#ann_pickard_1809> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#minnie_green_1871> },Is there a relationship between Ann Pickard and Minnie Green?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:58.680448,0.598,Is there a relationship between Ann Pickard and Minnie Green?,True,0.0,4096,1.0,0.0,0.0
1024,ASK WHERE { <http://www.example.com/genealogy.owl#ann_pickard_1809> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elizabeth_quincey_green_1886> },Is there a relationship between Ann Pickard and Elizabeth Quincey Green?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:59.359418,0.578,Is there a relationship between Ann Pickard and Elizabeth Quincey Green?,True,0.0,4096,1.0,0.0,0.0
1025,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elizabeth_quincey_green_1886> },Is Ann James related to Elizabeth Quincey Green?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:10:59.960294,0.499,Is Ann James related to Elizabeth Quincey Green?,True,0.0,4096,1.0,0.0,0.0
1026,ASK WHERE { <http://www.example.com/genealogy.owl#ann_pickard_1809> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> },Is there a relationship between Ann Pickard and William Henry Hutchinson Green?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:11:01.197266,1.136,Is there a relationship between Ann Pickard and William Henry Hutchinson Green?,True,0.0,4096,1.0,0.0,0.0
1027,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> },Is Ann James related to William Henry Hutchinson Green?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:11:02.153187,0.855,Is Ann James related to William Henry Hutchinson Green?,True,0.0,4096,1.0,0.0,0.0
1028,ASK WHERE { <http://www.example.com/genealogy.owl#ann_pickard_1809> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#eleanor_frances_green_1863> },Is there a relationship between Ann Pickard and Eleanor Frances Green?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:11:02.877603,0.624,Is there a relationship between Ann Pickard and Eleanor Frances Green?,True,0.0,4096,1.0,0.0,0.0
1029,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#eleanor_frances_green_1863> },Is Ann James related to Eleanor Frances Green?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:11:03.550948,0.572,Is Ann James related to Eleanor Frances Green?,True,0.0,4096,1.0,0.0,0.0
1030,ASK WHERE { <http://www.example.com/genealogy.owl#ann_pickard_1809> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_ingelby_1821> },Is there a relationship between Ann Pickard and Sarah Ingelby?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:11:04.451633,0.8,Is there a relationship between Ann Pickard and Sarah Ingelby?,True,0.0,4096,1.0,0.0,0.0
1031,ASK WHERE { <http://www.example.com/genealogy.owl#mary_kate_green_1865> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#sarah_pickard_1839> },Does Mary Kate Green have Sarah Pickard as her mother?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:11:05.235738,0.684,Does Mary Kate Green have Sarah Pickard as her mother?,True,0.0,4096,1.0,0.0,0.0
1032,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ann_pickard_1809> },Is Ann James related to Ann Pickard?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:11:05.912161,0.576,Is Ann James related to Ann Pickard?,True,0.0,4096,1.0,0.0,0.0
1033,ASK WHERE { <http://www.example.com/genealogy.owl#ann_pickard_1809> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_ingelby_1811> },Is there a relationship between Ann Pickard and James Ingelby?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:11:07.992056,1.978,Is there a relationship between Ann Pickard and James Ingelby?,True,0.0,4096,1.0,0.0,0.0
1034,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#richard_pickard_1807> },Is Ann James related to Richard Pickard?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:11:09.093753,1.001,Is Ann James related to Richard Pickard?,True,0.0,4096,1.0,0.0,0.0
1035,ASK WHERE { <http://www.example.com/genealogy.owl#ann_pickard_1809> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#frances_elizabeth_ingelby_1816> },Is there a relationship between Ann Pickard and Frances Elizabeth Ingelby?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:11:09.727208,0.531,Is there a relationship between Ann Pickard and Frances Elizabeth Ingelby?,True,0.0,4096,1.0,0.0,0.0
1036,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#susanna_pickard_1803> },Is Ann James related to Susanna Pickard?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:11:10.383481,0.555,Is Ann James related to Susanna Pickard?,True,0.0,4096,1.0,0.0,0.0
1037,ASK WHERE { <http://www.example.com/genealogy.owl#ann_pickard_1809> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#henrietta_sarah_green_1873> },Is there a relationship between Ann Pickard and Henrietta Sarah Green?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:11:11.183323,0.698,Is there a relationship between Ann Pickard and Henrietta Sarah Green?,True,0.0,4096,1.0,0.0,0.0
1038,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#henrietta_sarah_green_1873> },Is Ann James related to Henrietta Sarah Green?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:11:11.925525,0.64,Is Ann James related to Henrietta Sarah Green?,True,0.0,4096,1.0,0.0,0.0
